"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"紐西蘭","3259.68","31.49","0.98","17:31"
"澳洲股市","5008.20","50.50","1.02","16:47"
"日經225","12115.03","24.44","0.20","16:00"
"東證一部","1167.97","-0.72","-0.06","15:00"
"東證二部","2463.97","-0.85","-0.03","15:00"
"JASDAQ","53.38","0.08","0.15","15:00"
"韓國指數","1495.98","14.61","0.99","18:03"
"上海綜合","2216.81","15.30","0.70","15:16"
"上海A股","2328.15","15.95","0.69","15:16"
"上海B股","126.77","2.70","2.18","15:16"
"深圳A股","619.07","5.41","0.88","15:00"
"深圳B股","294.95","-1.56","-0.52","15:00"
"滬深300","2138.85","15.38","0.72","15:01"
"香港恆生","18961.99","89.14","0.47","16:10"
"香港國企","9732.02","27.52","0.28","16:10"
"香港紅籌","3674.78","26.13","0.72","16:10"
"台灣加權","6132.60","-49.61","-0.80","13:46"
"台灣店頭","90.66","1.82","2.05","13:46"
"新加坡","2477.60","1.09","0.04","17:10"
"龍籌股","88.63","0.68","0.77","09/24"
"越南股市","455.05","-10.82","-2.32","11:16"
"泰國股市","620.43","12.18","2.00","16:59"
"菲律賓","2510.32","24.03","0.97","12:11"
"馬來西亞","1028.40","2.22","0.22","17:00"
"印尼股市","1883.55","10.45","0.56","17:08"
"印度股市","13692.52","122.21","0.90","16:43"
"巴基斯坦","6646.70","-5.13","-0.08","11:30"
"斯里蘭卡","2227.87","-3.08","-0.14","14:19"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","1315.43","43.30","3.40","09/24"
"英國指數","5095.57","0.00","0.00","22:03"
"法國指數","4114.54","-25.28","-0.61","09/24"
"德國指數","6052.87","-15.66","-0.26","09/24"
"土耳其","35177.11","-277.06","-0.78","09/24"
"匈牙利","18579.18","141.86","0.77","09/24"
"奧地利","3123.83","13.93","0.45","09/24"
"波蘭股市","37486.11","80.51","0.22","09/24"
"捷克股市","1283.10","5.40","0.42","09/24"
"瑞典股市","816.70","-4.41","-0.54","09/24"
"芬蘭股市","7326.39","-72.02","-0.97","09/24"
"挪威股市","310.31","-4.75","-1.51","09/24"
"希臘指數","3062.83","0.11","0.00","09/24"
"義大利","20512.00","-111.00","-0.54","16:43"
