"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"紐西蘭","2745.60","58.49","2.18%","17:31"
"澳洲股市","3805.80","50.40","1.34%","16:47"
"日經225","8211.90","589.98","7.74%","16:24"
"東證一部","830.32","46.29","5.90%","15:00"
"東證二部","1919.10","36.19","1.92%","15:00"
"JASDAQ","42.50","1.24","3.01%","15:00"
"韓國指數","968.97","-30.19","-3.02%","18:03"
"台灣加權","4406.52","6.55","0.15%","13:46"
"台灣店頭","65.55","-1.22","-1.83%","13:46"
"上海綜合","1719.81","-52.01","-2.94%","15:16"
"上海A股","1806.97","-54.50","-2.93%","15:16"
"上海B股","86.71","-4.84","-5.28%","15:16"
"深圳A股","496.89","-11.53","-2.27%","15:00"
"深圳B股","220.11","-3.61","-1.61%","15:00"
"滬深300","1658.22","-47.60","-2.79%","15:01"
"深證成指","5798.67","-92.46","-1.57%","15:00"
"香港恆生","12702.07","105.78","0.84%","16:10"
"香港國企","5786.71","103.65","1.82%","16:10"
"香港紅籌","2577.78","39.35","1.55%","16:10"
"新加坡","1671.20","4.71","0.28%","17:10"
"龍籌股","45.54","-1.53","-3.25%","10/29"
"越南股市","331.62","8.82","2.73%","11:02"
"泰國股市","384.15","-13.89","-3.49%","16:59"
"菲律賓","1780.64","76.23","4.47%","12:11"
"馬來西亞","829.41","-3.03","-0.36%","17:00"
"印尼股市","1113.62","2.23","0.20%","17:09"
"印度股市","9044.51","36.43","0.40%","15:58"
"巴基斯坦","6638.49","-0.10","-0.00%","12:15"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","644.00","68.36","11.88%","10/29"
"英國指數","4242.54","0.00","0.00%","23:45"
"法國指數","3402.57","287.65","9.23%","10/29"
"德國指數","4808.69","-14.76","-0.31%","10/29"
"土耳其","24895.16","558.43","2.29%","10/28"
"匈牙利","13399.05","1654.30","14.08%","10/29"
"奧地利","1821.49","86.89","5.01%","10/29"
"波蘭股市","27497.03","1622.98","6.27%","10/29"
"捷克股市","791.90","92.10","13.16%","10/29"
"瑞典股市","615.67","33.17","5.69%","10/29"
"芬蘭股市","6010.05","335.35","5.91%","10/29"
"挪威股市","191.80","5.27","2.82%","10/29"
"希臘指數","1969.84","171.60","9.54%","10/29"
"義大利","15874.00","1241.00","8.48%","18:43"
"盧森堡","1006.97","51.05","5.34%","10/29"
"荷蘭","259.58","21.62","9.09%","10/29"
"冰島","642.03","0.90","0.14%","10/29"
"丹麥","268.27","21.14","8.55%","10/29"
"瑞士股市","5880.57","342.03","6.18%","10/29"
"西班牙","926.78","78.74","9.28%","10/29"
"葡萄牙","2038.92","126.03","6.59%","10/29"
"愛爾蘭","2679.37","159.34","6.32%","10/29"
"以色列","723.39","14.94","2.11%","10/29"
"埃及股市","438.24","3.13","0.72%","10/29"
"南非股市","17999.69","0.00","0.00%","00:45"
"摩洛哥","24234.89","622.91","2.64%","10/28"
"約旦指數","3070.34","95.52","3.21%","10/29"
"杜拜指數","2917.12","-14.94","-0.51%","10/29"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","當地"
"道瓊工業","8990.96","-74.16","-0.82%","10/29"
"那斯達克","1657.21","7.74","0.47%","10/29"
"羅素兩千","490.88","8.33","1.73%","10/29"
"S&P 五百","930.09","-10.42","-1.11%","10/29"
"費城金銀","80.51","7.79","10.71%","10/29"
"DJ貴金屬","165.34","14.15","9.36%","17:34"
"CBOE黃金","87.11","9.09","11.65%","10/29"
"AMEX金蟲","195.09","22.40","12.97%","10/29"
"AMEX能源","481.10","13.60","2.91%","10/29"
"NYSE能源","9489.62","436.53","4.82%","10/29"
"費城油業","143.04","9.62","7.21%","10/29"
"AMEX石油","905.63","29.28","3.34%","10/29"
"費城半導","225.94","-6.47","-2.78%","10/29"
"NSDQ金融","2089.80","-0.05","-0.00%","10/29"
"NYSE金融","4141.74","-23.74","-0.57%","10/29"
"NBI生技","696.09","14.10","2.07%","10/29"
"AMEX生技","634.78","21.27","3.47%","10/29"
"費城藥物","160.15","-3.83","-2.34%","10/29"
"加拿大","9501.56","349.93","3.82%","10/29"
"巴西指數","34845.21","1458.56","4.37%","10/29"
"墨西哥","19157.33","524.80","2.82%","10/29"
"阿根廷","918.45","23.39","2.61%","10/29"
