"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","13189.36","532.94","4.21","16:00"
"東證一部","1282.07","51.58","4.19","15:01"
"東證二部","2750.23","20.39","0.75","15:01"
"JASDAQ","64.53","0.90","1.41","15:00"
"上海綜合","3347.88","18.72","0.56","15:16"
"上海A股","3512.97","20.19","0.58","15:16"
"上海B股","237.03","-6.46","-2.65","15:16"
"深圳A股","1028.14","-40.46","-3.79","15:00"
"深圳B股","536.33","-0.02","-0.00","15:00"
"滬深300","3547.98","-34.88","-0.97","15:01"
"香港恆生","23872.43","734.97","3.18","16:01"
"香港國企","12807.35","569.99","4.66","16:01"
"香港紅籌","5318.75","174.62","3.39","16:01"
"台灣加權","8605.32","185.60","2.20","13:46"
"台灣店頭","146.74","3.47","2.42","13:46"
"韓國指數","1742.19","39.94","2.35","18:03"
"越南股市","525.11","4.12","0.79","11:22"
"泰國股市","825.71","2.35","0.29","17:01"
"菲律賓","3048.31","78.48","2.64","12:11"
"馬來西亞","1239.65","-10.76","-0.86","17:00"
"印尼股市","2342.19","-51.06","-2.13","17:09"
"印度股市","15750.40","123.78","0.79","16:28"
"孟加拉","3077.16","51.59","1.71","20:41"
"巴基斯坦","10900.75","91.49","0.85","13:15"
"澳洲股市","5544.90","130.40","2.41","04/02"
"紐西蘭","3592.79","59.23","1.68","13:31"
"新加坡","3124.61","78.07","2.56","17:10"
"龍籌股","164.19","+3.27","2.03","04/02"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","2069.64","5.95","0.29","17:00"
"英國指數","5915.90","63.30","1.08","15:35"
"法國指數","4911.97","45.97","0.94","17:10"
"德國指數","6777.44","57.11","0.85","19:30"
"土耳其","40985.20","311.03","0.76","15:05"
"匈牙利","22046.13","63.94","0.29","15:36"
"奧地利","3933.05","54.26","1.40","16:33"
"波蘭股市","48548.05","-36.76","-0.08","15:40"
"捷克股市","1575.30","12.50","0.80","16:13"
"瑞典股市","996.91","15.68","1.60","16:44"
"芬蘭股市","10150.08","-28.23","-0.28","17:31"
"挪威股市","366.49","2.92","0.80","15:25"
"希臘指數","4162.31","98.42","2.42","15:55"
"義大利","25281.00","393.00","1.58","16:43"
"盧森堡","2221.40","16.30","0.74","16:40"
"荷蘭","456.95","3.33","0.73","17:07"
"冰島","5184.81","143.55","2.85","15:40"
"丹麥","435.72","0.71","0.16","16:21"
"瑞士股市","7596.65","102.35","1.37","16:30"
"西班牙","1496.49","13.76","0.93","16:38"
"葡萄牙","3456.94","54.34","1.60","16:08"
"愛爾蘭","6553.38","141.92","2.21","19:00"
"以色列","1047.25","38.00","3.77","12:10"
"埃及股市","100174.10","548.71","0.55","13:56"
"南非股市","27738.66","278.78","1.02","16:00"
"摩洛哥","29397.24","-444.55","-1.49","20:19"
"約旦指數","8340.62","154.62","1.89","13:15"
"杜拜指數","5458.11","24.49","0.45","12:59"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","當地"
"道瓊工業","12605.83","-48.53","-0.38","17:07"
"NASDAQ","2361.40","-1.35","-0.06","17:16"
"羅素2000","712.27","1.62","0.23","04/02"
"S&P 500","1367.53","-2.65","-0.19","04/02"
"費城金銀","180.30","7.43","4.30","04/02"
"DJ貴金屬","365.59","14.59","4.16","17:26"
"CBOE黃金","189.55","7.18","3.94","04/02"
"AMEX金蟲","445.35","19.44","4.56","16:56"
"AMEX能源","766.59","9.77","1.29","16:56"
"NYSE能源","14354.65","217.70","1.54","17:05"
"費城油業","291.69","5.27","1.84","04/02"
"AMEX石油","1386.27","16.59","1.21","16:56"
"費城半導","361.22","2.76","0.77","04/02"
"NSDQ金融","2709.08","5.62","0.21","17:16"
"NYSE金融","7678.20","-0.54","-0.01","17:05"
"NBI生技","803.99","-1.62","-0.20","17:16"
