"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","15197.09","-386.33","-2.48","11/12"
"東證一部","1456.40","-37.95","-2.54","11/12"
"東證二部","3390.37","-84.19","-2.42","11/12"
"JASDAQ","71.47","-1.41","-1.93","11/12"
"上海綜合","5187.74","-127.80","-2.40","11/12"
"上海A股","5446.19","-132.94","-2.38","11/12"
"上海B股","332.24","-20.19","-5.73","11/12"
"香港恆生","27665.73","-1117.68","-3.88","11/12"
"香港國企","16656.91","-1047.17","-5.91","11/12"
"香港紅籌","5800.66","-352.65","-5.73","11/12"
"台灣加權","8670.61","-300.31","-3.35","11/12"
"台灣店頭","157.62","-6.28","-3.83","11/12"
"韓國指數","1923.42","-67.05","-3.37","11/12"
"新加坡","3511.12","-88.55","-2.46","11/12"
"馬來西亞","1382.35","-19.90","-1.42","11/12"
"菲律賓","3618.37","-85.29","-2.30","11/12"
"印尼股市","2671.90","-35.76","-1.32","11/12"
"越南股市","1006.12","-12.17","-1.20","11/12"
"泰國股市","861.93","-12.71","-1.45","11/12"
"印度股市","18737.27","-170.33","-0.90","11/12"
"斯里蘭卡","2631.43","11.97","0.46","11/12"
"澳洲股市","6508.40","-14.90","-0.23","10:07"
"紐西蘭","4083.59","-5.54","-0.14","07:47"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2243.04","-19.07","-0.84","11/12"
"英國指數","6337.90","33.00","0.52","11/12"
"法國指數","5535.56","11.38","0.21","11/12"
"德國指數","7806.84","-5.56","-0.07","11/12"
"道瓊歐洲","4302.88","5.05","0.12","11/12"
"土耳其","54084.03","394.95","0.74","11/12"
"匈牙利","26468.46","-426.42","-1.59","11/12"
"奧地利","4569.88","-17.54","-0.38","11/12"
"波蘭股市","57244.48","-978.34","-1.68","11/12"
"捷克股市","1820.50","-11.60","-0.63","11/12"
"盧森堡","2279.50","-17.31","-0.75","11/12"
"義大利","29590.00","145.00","0.49","16:43"
"西班牙","1706.65","3.79","0.22","11/12"
"瑞士股市","8442.04","24.89","0.30","11/12"
"瑞典股市","1126.00","10.91","0.98","11/12"
"芬蘭股市","11922.08","-111.30","-0.92","11/12"
"挪威股市","422.99","-11.05","-2.54","11/12"
"以色列","1195.08","-1.88","-0.16","11/12"
"埃及股市","82848.71","-172.67","-0.21","11/12"
"南非股市","27930.97","-123.28","-0.44","11/12"
"摩洛哥","26233.99","41.57","0.16","11/12"
"約旦指數","6765.09","-7.75","-0.11","11/12"
"杜拜指數","5614.33","247.65","4.61","11/12"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","12987.55","-55.19","-0.42","16:30"
"NASDAQ","2584.13","-43.81","-1.67","17:16"
"羅素2000","767.09","-5.29","-0.68","16:59"
"S&P 500","1439.18","-14.52","-1.00","16:59"
"費城金銀","172.14","-14.59","-7.81","16:46"
