"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","14118.55","164.82","1.18","close"
"東證一部","1373.04","12.99","0.96","close"
"東證二部","2944.33","22.72","0.78","close"
"JASDAQ","65.33","0.13","0.20","close"
"上海綜合","3657.43","97.19","2.73","close"
"上海A股","3837.74","102.04","2.73","close"
"上海B股","259.40","6.04","2.38","close"
"深圳A股","1197.56","30.92","2.65","close"
"深圳B股","555.22","8.80","1.61","close"
"滬深300","3975.78","124.10","3.22","close"
"香港恆生","25533.48","-19.29","-0.08","close"
"香港國企","13980.24","2.33","0.02","close"
"香港紅籌","5796.46","-0.15","-0.00","close"
"台灣加權","9018.42","28.89","0.32","close"
"台灣店頭","159.53","1.11","0.70","close"
"韓國指數","1843.75","0.95","0.05","18:03"
"越南股市","475.50","-8.42","-1.74","11:01"
"泰國股市","848.94","9.66","1.15","17:01"
"菲律賓","2862.53","13.24","0.46","12:11"
"馬來西亞","1287.74","1.20","0.09","17:00"
"印尼股市","2449.34","30.44","1.26","17:09"
"印度股市","16978.35","225.49","1.35","16:28"
"孟加拉","3019.75","-6.48","-0.21","21:58"
"巴基斯坦","10413.31","35.47","0.34","13:16"
"澳洲股市","5940.30","57.10","0.97","17:47"
"紐西蘭","3628.56","-24.75","-0.68","14:31"
"新加坡","3198.51","-4.91","-0.15","17:10"
"龍籌股","161.89","-0.02","-0.01","05/14"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","2406.05","66.48","2.84","05/14"
"英國指數","6216.00","4.10","0.07","05/14"
"法國指數","5055.24","56.57","1.13","05/14"
"德國指數","7083.24","23.05","0.33","05/14"
"土耳其","42522.74","691.63","1.65","05/14"
"匈牙利","23507.86","219.79","0.94","05/14"
"奧地利","4402.71","59.08","1.36","05/14"
"波蘭股市","48321.35","306.98","0.64","05/14"
"捷克股市","1655.20","13.30","0.81","05/14"
"瑞典股市","1012.86","1.00","0.10","05/14"
"芬蘭股市","9816.37","91.00","0.94","05/14"
"挪威股市","433.16","7.62","1.79","05/14"
"希臘指數","4276.56","10.94","0.26","05/14"
"義大利","26155.00","323.00","1.25","05/14"
"盧森堡","2364.62","25.28","1.08","05/14"
"荷蘭","488.39","7.91","1.65","05/14"
"冰島","4829.69","-30.57","-0.63","05/14"
"丹麥","444.41","3.97","0.90","05/14"
"瑞士股市","7594.61","16.29","0.21","05/14"
"西班牙","1522.31","17.16","1.14","05/14"
"葡萄牙","3638.30","-4.29","-0.12","05/14"
"愛爾蘭","6392.50","17.50","0.27","05/14"
"以色列","1100.41","17.03","1.57","05/14"
"埃及股市","92065.42","-965.36","-1.04","05/14"
"南非股市","30402.99","402.56","1.34","05/14"
"摩洛哥","30198.35","-77.16","-0.25","05/14"
"約旦指數","9332.06","49.47","0.53","05/14"
"杜拜指數","5686.77","-34.38","-0.60","05/14"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","當地"
"道瓊工業","12898.38","66.20","0.52","05/14"
"NASDAQ","2496.70","1.58","0.06","05/14"
"羅素2000","736.07","-0.78","-0.11","05/14"
"S&P 500","1408.66","5.62","0.40","05/14"
"費城金銀","175.52","-3.21","-1.80","05/14"
"DJ貴金屬","359.72","-6.65","-1.81","17:19"
"CBOE黃金","182.42","-3.44","-1.85","05/14"
"AMEX金蟲","407.01","-7.25","-1.75","05/14"
