"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","15924.39","-31.98","-0.20","12/10"
"東證一部","1558.51","-3.25","-0.21","12/10"
"東證二部","3387.37","13.86","0.41","12/10"
"JASDAQ","74.59","-0.56","-0.75","12/10"
"上海綜合","5161.92","70.16","1.38","12/10"
"上海A股","5416.72","73.80","1.38","12/10"
"上海B股","361.62","2.66","0.74","12/10"
"滬深300","5133.56","92.21","1.83","12/10"
"香港恆生","28501.10","-341.37","-1.18","12/10"
"香港國企","17187.28","-431.75","-2.45","12/10"
"香港紅籌","6197.60","-89.22","-1.42","12/10"
"台灣加權","8598.03","-124.35","-1.43","12/10"
"台灣店頭","160.06","-2.48","-1.53","12/10"
"韓國指數","1906.42","-27.90","-1.44","12/10"
"新加坡","3553.08","-4.87","-0.14","12/10"
"馬來西亞","1425.13","-8.91","-0.62","12/10"
"菲律賓","3675.52","-69.87","-1.87","12/10"
"印尼股市","2790.26","11.32","0.41","12/10"
"越南股市","958.48","-16.15","-1.66","12/10"
"泰國股市","841.39","-3.80","-0.45","12/07"
"印度股市","19930.68","-35.32","-0.18","12/10"
"澳洲股市","6707.80","21.70","0.32","10:07"
"紐西蘭","4042.78","-14.72","-0.36","07:47"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2330.45","44.60","1.95","12/10"
"英國指數","6565.40","10.50","0.16","12/10"
"法國指數","5750.92","32.17","0.56","12/10"
"德國指數","8033.36","39.29","0.49","12/10"
"道瓊歐洲","4465.52","19.18","0.43","12/10"
"土耳其","56518.62","28.05","0.05","12/10"
"匈牙利","26755.33","324.98","1.23","12/10"
"奧地利","4517.84","2.45","0.05","12/10"
"波蘭股市","58795.04","159.25","0.27","12/10"
"捷克股市","1855.80","13.10","0.71","12/10"
"盧森堡","2397.26","13.32","0.56","12/10"
"義大利","30222.00","132.00","0.44","16:43"
"西班牙","1715.53","1.56","0.09","12/10"
"瑞士股市","8885.33","85.68","0.97","12/10"
"瑞典股市","1130.90","11.20","1.00","12/10"
"芬蘭股市","11941.21","92.51","0.78","12/10"
"挪威股市","418.32","2.01","0.48","12/10"
"以色列","1224.09","1.97","0.16","12/10"
"埃及股市","88120.16","-2650.96","-2.92","12/10"
"南非股市","27760.71","90.33","0.33","12/10"
"摩洛哥","25319.53","238.53","0.95","12/10"
"約旦指數","7298.90","44.82","0.62","12/10"
"杜拜指數","5626.22","-56.34","-0.99","12/10"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13727.03","101.45","0.74","16:30"
"NASDAQ","2718.95","12.79","0.47","17:16"
"羅素2000","791.20","5.68","0.72","16:59"
"S&P 500","1515.96","11.30","0.75","16:59"
"費城金銀","176.53","2.14","1.23","16:52"
"DJ貴金屬","360.20","4.76","1.34","17:32"
"CBOE黃金","178.53","2.25","1.28","16:49"
"AMEX金蟲","416.18","4.12","1.00","16:49"
"AMEX能源","768.73","5.41","0.71","16:49"
"NYSE能源","15016.33","48.29","0.32","17:05"
"費城油業","299.82","3.51","1.18","16:52"
"AMEX石油","1478.62","-0.20","-0.01","16:49"
"費城半導","432.25","3.18","0.74","16:52"
"NSDQ金融","3026.04","46.98","1.58","17:16"
"NYSE金融","8937.23","155.15","1.77","17:05"
"NBI生技","870.68","-2.95","-0.34","17:16"
"AMEX生技","827.75","0.07","0.01","16:49"
"費城藥物","214.47","-0.09","-0.04","16:52"
"加拿大","13940.36","77.39","0.56","17:05"
"巴西指數","65445.96","-192.58","-0.29","16:15"
"墨西哥","31182.75","-85.61","-0.27","15:22"
"阿根廷","2244.97","6.11","0.27","14:00"
"智利","3252.11","-42.29","-1.28","16:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"波海乾貨航運","10068.00","-74.00","-0.73","12/07"
"波海海峽航運","14879.00","-200.00","-1.33","12/07"
"波海巴拿馬航運","9806.00","-80.00","-0.81","12/07"
"VIX波動率","20.74","-0.11","-0.53","16:14"
