"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17358.15","26.98","0.16","16:00"
"東證一部","1657.44","-2.04","-0.12","15:01"
"東證二部","3700.33","-3.56","-0.10","15:01"
"JASDAQ","78.41","0.04","0.05","15:00"
"上海綜合","6030.09","126.82","2.15","15:00"
"上海A股","6330.48","133.51","2.15","15:00"
"上海B股","387.14","4.89","1.28","15:00"
"香港恆生","29540.78","702.41","2.44","16:01"
"香港國企","19752.67","671.37","3.52","16:01"
"香港紅籌","6358.86","304.40","5.03","16:01"
"台灣加權","9518.45","21.98","0.23","13:46"
"台灣店頭","186.71","-2.33","-1.23","13:46"
"韓國指數","2035.39","8.95","0.44","18:03"
"新加坡","3862.02","4.77","0.12","17:05"
"馬來西亞","1375.25","-8.36","-0.60","10/12"
"菲律賓","3861.38","37.18","0.97","12:11"
"印尼股市","2638.21","46.73","1.80","10/11"
"越南股市","1105.21","0.60","0.05","11:00"
"泰國股市","897.10","10.08","1.14","17:01"
"印度股市","19058.67","639.63","3.47","16:28"
"斯里蘭卡","2607.68","22.08","0.85","14:22"
"澳洲股市","6751.60","-8.50","-0.13","17:47"
"紐西蘭","4325.09","19.48","0.45","13:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2176.90","13.79","0.64","10/15"
"英國指數","6644.50","-86.20","-1.28","10/15"
"法國指數","5807.44","-36.51","-0.62","10/15"
"德國指數","7969.47","-71.79","-0.89","10/15"
"道瓊歐洲","4434.98","-41.04","-0.92","10/15"
"土耳其","58231.90","178.50","0.31","10/15"
"匈牙利","28307.04","43.60","0.15","10/15"
"奧地利","4811.85","-46.26","-0.95","10/15"
"波蘭股市","64292.30","478.44","0.75","10/15"
"捷克股市","1908.30","9.50","0.50","10/15"
"盧森堡","2559.88","-18.36","-0.71","10/15"
"義大利","31685.00","-333.00","-1.04","16:43"
"西班牙","1661.76","-7.00","-0.42","10/15"
"瑞士股市","9179.49","-17.99","-0.20","10/15"
"瑞典股市","1249.65","-10.65","-0.85","10/15"
"芬蘭股市","12002.97","-200.70","-1.64","10/15"
"挪威股市","432.98","3.14","0.73","10/15"
"以色列","1176.99","-8.21","-0.69","10/15"
"埃及股市","78867.30","306.01","0.39","10/11"
"南非股市","28423.31","-52.07","-0.18","10/15"
"摩洛哥","26512.67","146.40","0.56","10/15"
"約旦指數","6393.65","76.52","1.21","10/11"
"杜拜指數","4644.00","139.56","3.10","10/15"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13984.80","-108.28","-0.77","16:30"
"NASDAQ","2780.05","-25.63","-0.91","17:16"
"羅素2000","829.36","-11.81","-1.40","16:59"
"S&P 500","1548.71","-13.09","-0.84","17:00"
"費城金銀","179.82","0.78","0.44","16:47"
"DJ貴金屬","371.43","0.51","0.14","17:32"
"CBOE黃金","180.38","1.80","1.01","16:49"
"AMEX金蟲","418.77","5.43","1.31","16:57"
"AMEX能源","781.27","7.73","1.00","16:57"
"NYSE能源","15304.64","173.59","1.15","17:05"
"費城油業","310.76","2.04","0.66","16:47"
"AMEX石油","1495.47","15.43","1.04","16:57"
"費城半導","487.37","-0.06","-0.01","16:47"
"NSDQ金融","3078.37","-54.42","-1.74","17:16"
"NYSE金融","9464.66","-149.98","-1.56","17:05"
"NBI生技","896.67","1.16","0.13","17:16"
"AMEX生技","849.83","4.66","0.55","16:57"
"費城藥物","209.55","-1.02","-0.48","16:47"
"加拿大","14231.28","-64.58","-0.45","17:05"
"巴西指數","62969.44","513.67","0.82","17:13"
"墨西哥","32335.86","-137.61","-0.42","15:06"
"阿根廷","2262.11","15.26","0.68","10/12"
"智利","3414.67","20.74","0.61","10/12"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"VIX波動率","19.25","1.52","8.57","16:14"
"DJ交通運輸","4888.99","-51.77","-1.05","16:30"
"DJ建商","365.93","-14.05","-3.70","16:08"
"道瓊公用事業","514.08","-5.31","-1.02","16:30"
"歐洲公用事業","338.58","0.69","0.20","17:45"
"全球公用事業","7763.61","-27.26","-0.35","16:15"
"ISE水指數","91.18","-1.29","-1.40","16:44"
"道瓊水指數","754.99","-10.58","-1.38","16:03"
"NSDQ純淨優勢","564.24","-6.50","-1.14","16:44"
"純淨科技","1418.66","-15.64","-1.09","16:44"
"WH革新能源","277.88","-0.50","-0.18","16:44"
"WH乾淨能源","250.34","-2.96","-1.17","16:44"
"全球乾淨能源","3322.15","-16.54","-0.49","16:34"
"ISE替代能源","55.97","-0.77","-1.36","16:44"
"全球替代能源","3557.95","5.29","0.15","16:33"
"生物能源","603.37","-4.70","-0.77","16:33"
"AMEX環境服務","1090.05","1.32","0.12","16:44"
"亞太環境控制","172.05","2.09","1.23","17:30"
"歐洲環境控制","180.43","0.83","0.46","17:45"
"美國環境控制","110.89","-0.69","-0.62","16:15"
"KLD社會責任","135.34","-1.05","-0.77","16:44"
"KLD社會400","548.18","-5.15","-0.93","16:30"
"Clvrt社會責任","92.29","-0.89","-0.95","16:06"
"ISE邪惡指數","134.79","-1.79","-1.31","16:44"
"MSCI世界能源","296.13","2.51","0.85","10/12"
"MSCI世界原料","311.70","-0.23","-0.07","10/12"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"日本不動產","3748.34","-26.64","-0.71","16:44"
"東證REIT","1982.96","1.22","0.06","16:00"
"澳洲不動產","1943.25","-9.37","-0.48","20:14"
"新加坡不動產","1557.19","-5.55","-0.35","10/12"
"恆生地產","33869.99","527.29","1.58","18:01"
