"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","12241.60","-191.84","-1.54","16:00"
"東證一部","1193.23","-22.64","-1.86","15:00"
"東證二部","2744.79","-32.39","-1.17","15:00"
"JASDAQ","61.44","-0.75","-1.21","15:00"
"上海綜合","3962.67","-8.58","-0.22","15:16"
"上海A股","4157.52","-8.91","-0.21","15:16"
"上海B股","288.33","-1.97","-0.68","15:16"
"滬深300","4157.87","-41.09","-0.98","15:01"
"香港恆生","22237.11","-64.53","-0.29","16:01"
"香港國企","11891.42","-202.64","-1.68","16:01"
"香港紅籌","4849.60","-8.77","-0.18","16:01"
"台灣加權","8161.39","-49.60","-0.60","13:46"
"台灣店頭","138.36","-1.44","-1.03","13:46"
"韓國指數","1600.26","-15.36","-0.95","18:03"
"越南股市","643.80","-3.80","-0.59","11:00"
"泰國股市","818.04","3.73","0.46","17:01"
"菲律賓","2906.53","-33.94","-1.15","12:11"
"馬來西亞","1194.84","-6.51","-0.54","17:00"
"印尼股市","2383.42","-57.17","-2.34","17:09"
"印度股市","15760.52","403.17","2.63","17:13"
"孟加拉","2969.50","-38.80","-1.29","03/13"
"巴基斯坦","10714.35","-3.21","-0.03","15:00"
"斯里蘭卡","2566.03","-4.37","-0.17","14:30"
"澳洲股市","5288.50","72.80","1.40","16:47"
"紐西蘭","3500.91","-73.00","-2.04","13:31"
"新加坡","2839.01","33.46","1.19","17:10"
"龍籌股","140.97","+0.01","0.01","03/14"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","2064.41","5.06","0.25","18:00"
"英國指數","5631.70","-60.70","-1.07","16:35"
"法國指數","4592.15","-38.04","-0.82","18:10"
"德國指數","6451.90","-48.66","-0.75","20:30"
"道瓊歐洲","3566.59","-32.99","-0.92","19:00"
"土耳其","42585.91","163.98","0.39","17:15"
"匈牙利","21639.01","-336.24","-1.53","16:36"
"奧地利","3718.17","-20.57","-0.55","17:35"
"波蘭股市","46239.44","-184.38","-0.40","16:40"
"捷克股市","1506.00","10.70","0.72","17:13"
"瑞典股市","924.22","-12.30","-1.31","17:43"
"芬蘭股市","9730.90","-123.30","-1.25","18:31"
"挪威股市","351.09","0.31","0.09","16:25"
"希臘指數","3924.37","32.02","0.82","16:54"
"義大利","24223.00","-222.00","-0.91","17:43"
"盧森堡","2122.12","18.72","0.89","17:42"
"荷蘭","432.30","-2.25","-0.52","18:07"
"瑞士股市","7132.03","-119.70","-1.65","17:31"
"西班牙","1409.04","-5.56","-0.39","17:38"
"葡萄牙","3240.74","-28.40","-0.87","17:08"
"愛爾蘭","5999.75","-70.29","-1.16","20:00"
"以色列","1024.56","-37.73","-3.55","03/13"
"埃及股市","99427.42","-1618.28","-1.60","03/13"
"南非股市","28479.52","370.29","1.32","16:00"
"摩洛哥","30415.95","-276.37","-0.90","19:58"
"約旦指數","8623.24","37.59","0.44","03/13"
