"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"紐西蘭","3004.19","-44.19","-1.45","16:31"
"澳洲股市","4597.90","53.20","1.17","15:47"
"日經225","10155.90","-317.19","-3.03","16:00"
"東證一部","977.61","-21.44","-2.15","15:00"
"東證二部","2037.52","-83.63","-3.94","15:00"
"JASDAQ","45.66","-1.21","-2.58","15:00"
"韓國指數","1366.10","7.35","0.54","18:03"
"上海綜合","2157.84","-15.90","-0.73","15:16"
"上海A股","2266.10","-16.72","-0.73","15:16"
"上海B股","125.14","-0.59","-0.47","15:16"
"深圳A股","615.61","-5.14","-0.83","15:00"
"深圳B股","297.37","0.08","0.03","15:00"
"滬深300","2102.45","-26.25","-1.23","15:01"
"香港恆生","16803.76","-878.64","-4.97","10/06"
"香港國企","8416.90","-596.37","-6.62","10/06"
"香港紅籌","3207.93","-242.80","-7.04","10/06"
"台灣加權","5524.66","18.96","0.34","13:46"
"台灣店頭","83.13","-0.18","-0.22","13:46"
"新加坡","2177.55","9.23","0.43","17:10"
"龍籌股","72.60","-0.32","-0.44","10/07"
"越南股市","414.24","-19.47","-4.49","11:00"
"泰國股市","528.71","-23.09","-4.18","16:59"
"菲律賓","2424.19","-75.34","-3.01","12:11"
"馬來西亞","997.23","0.39","0.04","17:00"
"印尼股市","1619.72","-29.02","-1.76","17:09"
"印度股市","11695.24","-106.46","-0.90","16:43"
"巴基斯坦","6640.48","0.82","0.01","12:15"
"斯里蘭卡","2107.18","-48.01","-2.23","14:17"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","858.16","-8.23","-0.95","10/07"
"英國指數","4605.22","16.03","0.35","10/07"
"法國指數","3732.22","20.24","0.55","10/07"
"德國指數","5326.63","-60.38","-1.12","10/07"
"土耳其","31561.87","-12.87","-0.04","10/07"
"匈牙利","17441.86","-549.16","-3.05","10/07"
"奧地利","2468.88","-116.25","-4.50","10/07"
"波蘭股市","34166.86","-665.43","-1.91","10/07"
"捷克股市","1084.60","-18.30","-1.66","10/07"
"瑞典股市","707.21","-16.70","-2.31","10/07"
"芬蘭股市","6338.77","-73.92","-1.15","10/07"
"挪威股市","237.80","-6.67","-2.73","10/07"
"希臘指數","2625.04","-15.74","-0.60","10/07"
"義大利","17812.00","-164.00","-0.91","16:43"
"盧森堡","1244.71","-87.32","-6.56","10/07"
"荷蘭","309.44","-3.12","-1.00","10/07"
"冰島","3043.77","-15.89","-0.52","10/07"
"丹麥","307.71","-4.88","-1.56","10/07"
"瑞士股市","6427.76","-30.96","-0.48","10/07"
"西班牙","1165.19","12.97","1.13","10/07"
"葡萄牙","2251.69","-24.00","-1.05","10/07"
"愛爾蘭","3299.11","-253.79","-7.14","10/07"
"以色列","797.92","30.02","3.91","10/07"
"埃及股市","531.25","-99.63","-15.79","10/07"
"南非股市","19495.30","541.90","2.86","10/07"
"摩洛哥","25340.69","342.01","1.37","10/07"
"約旦指數","3635.25","-146.21","-3.87","10/07"
"杜拜指數","3369.15","-182.64","-5.14","10/07"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","當地"
