"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","16012.83","-274.66","-1.69","8/29"
"東證一部","1557.55","-27.05","-1.71","8/29"
"東證二部","3692.64","-52.21","-1.39","8/29"
"JASDAQ","73.76","0.26","0.35","8/29"
"上海綜合","5109.43","-85.26","-1.64","08/29"
"上海A股","5365.55","-90.14","-1.65","08/29"
"上海B股","313.90","0.13","0.04","08/29"
"香港恆生","23020.60","-343.16","-1.47","08/29"
"香港國企","13688.80","-260.85","-1.87","08/29"
"香港紅籌","4590.20","-80.56","-1.72","08/29"
"台灣加權","8643.32","-84.23","-0.96","13:46"
"台灣店頭","191.88","-2.02","-1.04","13:46"
"韓國指數","1826.19","-3.12","-0.17","18:05"
"新加坡","3334.66","-8.34","-0.25","17:05"
"馬來西亞","1263.70","-15.25","-1.19","17:00"
"菲律賓","3209.53","-42.24","-1.30","12:11"
"印尼股市","2134.88","-24.73","-1.15","17:09"
"越南股市","901.17","-1.41","-0.16","10:57"
"泰國股市","792.04","3.83","0.49","17:01"
"印度股市","14993.04","73.85","0.49","16:28"
"斯里蘭卡","2489.97","5.29","0.21","14:18"
"澳洲股市","6101.40","-75.90","-1.23","17:47"
"紐西蘭","4084.16","-16.90","-0.41","14:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1871.54","-5.56","-0.30","08/29"
"英國指數","6132.20","30.00","0.49","08/29"
"法國指數","5520.02","45.85","0.84","08/29"
"德國指數","7439.18","8.94","0.12","08/29"
"道瓊歐洲","4193.58","22.90","0.55","08/29"
"土耳其","48082.17","331.49","0.69","08/29"
"匈牙利","26816.67","8.30","0.03","08/29"
"奧地利","4483.09","-14.13","-0.31","08/29"
"波蘭股市","59960.66","513.66","0.86","08/29"
"捷克股市","1761.00","-12.90","-0.73","08/29"
"盧森堡","2336.05","24.71","1.07","08/29"
"義大利","30735.00","253.00","0.83","16:43"
"西班牙","1562.31","5.45","0.35","08/29"
"瑞士股市","8727.78","13.09","0.15","08/29"
"瑞典股市","1187.27","16.38","1.40","08/29"
"芬蘭股市","11345.81","266.27","2.40","08/29"
"挪威股市","385.33","2.22","0.58","08/29"
"以色列","1066.95","-4.51","-0.42","08/29"
"埃及股市","68348.81","-77.43","-0.11","08/29"
"南非股市","24964.87","129.91","0.52","08/29"
"摩洛哥","25770.18","109.18","0.42","08/29"
"約旦指數","5613.62","-2.90","-0.05","08/29"
"杜拜指數","4246.62","-50.23","-1.17","08/29"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13289.29","247.44","1.90","16:30"
