"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","13635.40","12.84","0.09","16:00"
"東證一部","1332.99","-1.90","-0.14","15:01"
"東證二部","2923.70","36.30","1.26","15:01"
"JASDAQ","65.88","0.65","1.00","15:00"
"上海綜合","4568.15","71.02","1.58","15:16"
"上海A股","4793.99","74.60","1.58","15:16"
"上海B股","315.61","4.06","1.30","15:16"
"滬深300","4910.99","97.68","2.03","15:01"
"香港恆生","23759.25","-389.18","-1.61","16:01"
"香港國企","13630.25","-213.27","-1.54","16:01"
"香港紅籌","5394.27","-93.30","-1.70","16:01"
"台灣加權","7890.90","14.53","0.18","13:46"
"台灣店頭","129.86","2.84","2.24","13:46"
"韓國指數","1696.24","1.47","0.09","18:03"
"越南股市","782.57","-33.46","-4.10","11:00"
"泰國股市","824.99","-1.66","-0.20","17:01"
"菲律賓","3163.25","-19.60","-0.62","12:11"
"馬來西亞","1412.83","-14.36","-1.01","17:00"
"印尼股市","2684.70","-3.49","-0.13","17:09"
"印度股市","18048.05","-67.20","-0.37","16:28"
"孟加拉","2900.06","-69.65","-2.35","20:59"
"巴基斯坦","10178.31","42.24","0.42","02/15"
"斯里蘭卡","2497.10","12.05","0.48","14:29"
"澳洲股市","5634.00","-45.80","-0.81","16:47"
"紐西蘭","3601.78","90.97","2.59","13:31"
"新加坡","3083.34","-5.34","-0.17","17:10"
"龍籌股","193.13","+4.56","2.42","02/18"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","2026.17","36.92","1.86","17:00"
"英國指數","5946.60","159.00","2.75","15:35"
"法國指數","4861.80","90.01","1.89","17:10"
"德國指數","6967.55","135.12","1.98","19:29"
"道瓊歐洲","3795.12","75.84","2.04","18:00"
"土耳其","45741.67","1436.40","3.24","16:11"
"匈牙利","24277.17","510.39","2.15","15:36"
"奧地利","3899.47","50.91","1.32","16:35"
"波蘭股市","50193.53","884.08","1.79","15:40"
"捷克股市","1568.50","26.80","1.74","16:13"
"瑞典股市","962.13","23.34","2.49","16:44"
"芬蘭股市","10851.31","253.85","2.40","17:31"
"挪威股市","363.35","6.57","1.84","15:24"
"希臘指數","4317.26","-3.41","-0.08","15:54"
"義大利","25874.00","287.00","1.12","16:43"
"盧森堡","2129.13","34.26","1.64","16:40"
"荷蘭","444.62","9.81","2.26","17:07"
"瑞士股市","7486.71","133.71","1.82","16:31"
"西班牙","1442.25","24.63","1.74","16:37"
"葡萄牙","3567.75","14.56","0.41","16:08"
"愛爾蘭","6530.67","52.75","0.81","19:00"
"以色列","1089.93","5.13","0.47","15:27"
"埃及股市","92180.48","1053.93","1.16","12:57"
"南非股市","26744.83","495.79","1.89","15:00"
"摩洛哥","29780.63","492.65","1.68","17:51"
"約旦指數","7773.86","-2.73","-0.04","13:00"
"杜拜指數","5707.32","-45.03","-0.78","11:59"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","當地"
"道瓊工業","12348.21","-28.77","-0.23","02/15"
"NASDAQ","2321.80","-10.74","-0.46","02/15"
"羅素2000","701.52","-3.80","-0.54","02/15"
"S&P 500","1349.99","1.13","0.08","02/15"
"費城金銀","177.32","0.45","0.25","02/15"
"DJ貴金屬","359.03","1.10","0.31","02/15"
"CBOE黃金","182.24","0.07","0.04","02/15"
"AMEX金蟲","435.06","0.79","0.18","02/15"
"AMEX能源","729.16","-2.20","-0.30","02/15"
"NYSE能源","13849.32","-39.19","-0.28","02/15"
"費城油業","270.53","-0.21","-0.08","02/15"
"AMEX石油","1376.87","-5.15","-0.37","02/15"
"費城半導","347.56","-5.70","-1.61","02/15"
"NSDQ金融","2694.06","4.87","0.18","02/15"
"NYSE金融","7417.61","13.32","0.18","02/15"
"NBI生技","795.47","-7.11","-0.89","02/15"
"AMEX生技","727.79","2.23","0.31","02/15"
"費城藥物","184.93","0.71","0.39","02/15"
"加拿大","13226.76","18.73","0.14","02/15"
"巴西指數","62801.43","1529.56","2.50","17:12"
"墨西哥","29172.21","427.40","1.49","15:05"
"阿根廷","2060.50","21.41","1.05","17:00"
"智利","2867.26","36.53","1.29","16:31"
"秘魯","16129.88","77.10","0.48","14:01"
"哥倫比亞","9469.09","159.87","1.72","13:38"
"百慕達","5298.24","302.96","6.06","16:40"
"牙買加","114161.73","-33.48","-0.03","12:58"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"波海乾貨航運","7355.00","143.00","1.98","02/15"
"波海海峽航運","10436.00","-110.00","-1.04","02/15"
"波海巴拿馬航運","7646.00","395.00","5.45","02/15"
"VIX波動率","25.02","-0.52","-2.04","02/15"
"DJ交通運輸","4702.71","-3.17","-0.07","02/15"
"道瓊公用事業","500.41","1.62","0.33","02/15"
"歐洲公用事業","338.54","4.68","1.40","17:45"
"全球公用事業","7726.71","56.70","0.74","16:10"
"ISE水指數","80.71","-0.70","-0.86","02/15"
"道瓊水指數","660.12","-11.57","-1.72","02/15"
"NSDQ純淨優勢","501.93","-11.61","-2.26","02/15"
"純淨科技","1341.73","-16.54","-1.22","02/15"
"WH創新能源","243.18","-0.91","-0.37","02/15"
"WH乾淨能源","224.39","-6.32","-2.74","02/15"
"全球乾淨能源","3089.58","37.31","1.22","16:34"
"ISE替代能源","53.08","-0.80","-1.49","02/15"
"全球替代能源","3285.34","38.35","1.18","16:33"
"生物能源","576.72","4.05","0.71","16:33"
"AMEX環境服務","989.71","-10.99","-1.10","02/15"
"歐洲環境控制","163.07","1.19","0.73","17:45"
"美國環境控制","98.67","-0.59","-0.59","02/15"
"KLD社會責任","117.12","0.01","0.01","02/15"
"Clvrt社會責任","79.43","0.04","0.05","02/15"
"ISE邪惡指數","116.49","-0.53","-0.45","02/15"
"世界基本原料","360.35","3.50","0.98","16:37"
"MSCI世界能源","271.59","-1.98","-0.72","02/15"
"MSCI世界原料","284.60","-1.34","-0.47","02/15"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"Rogers商品","4738.22","-5.24","-0.11","02/15"
"Rogers能源","1332.48","-4.00","-0.30","2/15"
"Rogers金屬","2464.69","0.20","0.01","2/15"
"Rogers農產","1478.50","0.81","0.05","2/15"
"日本不動產","2691.72","29.31","1.10","15:44"
"東證REIT","1588.23","15.28","0.97","15:00"
"澳洲不動產","1419.10","4.98","0.35","18:14"
"新加坡不動產","1188.79","18.46","1.58","02/15"
"恆生地產","32519.33","-367.76","-1.12","17:01"
"亞洲REIT","150.54","2.19","1.48","16:30"
"英國不動產","2015.64","46.14","2.34","17:36"
"歐陸不動產","2300.72","25.41","1.12","17:45"
"歐洲不動產","2874.00","34.98","1.23","17:45"
"DJ權益REIT","243.96","2.13","0.88","02/15"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"CRB指數","384.23","-0.16","-0.04","02/15"
"MS商品指數","832.19","2.79","0.34","02/15"
"高盛商品指數","7787.77","-11.34","-0.15","02/15"
"高盛農產品","446.12","0.93","0.21","02/15"
"高盛家畜指數","226.80","-0.28","-0.12","02/15"
"高盛工業金屬","452.09","0.39","0.09","02/15"
"天然氣","574.29","-4.10","-0.71","02/15"
"AMEX航空","37.20","0.74","2.03","02/15"
"銀行","87.53","0.66","0.76","02/15"
"醫療服務","410.08","4.13","1.02","02/15"
"電腦科技","788.40","-4.55","-0.57","02/15"
"電腦硬體","213.57","-1.22","-0.57","02/15"
"保險","3933.40","23.34","0.60","02/15"
"美國紙業","129.83","-2.05","-1.55","02/15"
"零售業","394.63","-0.63","-0.16","02/15"
"掮客商指數","193.21","1.94","1.01","02/15"
"美元指數","76.04","-0.11","-0.15","02/15"
"歐元指數","146.68","0.27","0.18","02/15"
"日圓指數","92.90","0.30","0.32","02/15"
"澳幣指數","90.61","0.26","0.29","02/15"
"30年債券價格","118.00","1.59","1.37","02/15"
"30年債殖利率","45.95","-0.58","-1.25","02/15"
"10年期票利率","37.80","-0.38","-1.00","02/15"
"5年期票殖利率","27.64","-0.06","-0.22","02/15"
"3月期票殖利率","21.30","-0.90","-4.05","02/15"
"Put/Call比例","1.16","0.15","14.85","02/15"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","台北"
"黃金","906.00","+3.50","+0.39","5:55"
"銀","17.14","+0.03","+0.18","5:37"
"白金","2111.00","+50.00","+2.44","0:25"
"鈀","472.00","+24.00","+5.39","0:45"
"銅","3.6053","+0.1021","+2.92","1:43"
"鎳","12.4632","+0.1588","+1.30","1:17"
"鋁","1.2627","+0.0045","+0.36","1:29"
"鋅","1.0622","+0.0204","+1.97","2:07"
"鉛","1.3804","+0.0272","+2.02","1:33"
"黃金期貨","909.400","3.300","0.36","5:21"
"銀期貨","17.140","0.022","0.13","5:15"
"銅期貨","362.000","8.100","2.29","5:24"
"天然氣期","8.781","0.121","1.40","5:05"
"布蘭特油期","94.910","0.280","0.30","2:40"
"WTI原油期","95.940","0.440","0.46","5:18"
"燃油期貨","266.000","1.310","0.49","4:02"
"玉米期貨","514.750","3.750","0.73","4:02"
"小麥期貨","1042.000","1.000","0.10","4:02"
"可可粉期","1271.000","-16.000","-1.24","1:00"
"大豆期貨","1391.250","5.750","0.42","1:00"
"咖啡C期","152.400","-2.800","-1.80","1:00"
"十一號糖","13.770","0.140","1.03","1:00"
"二號棉期","70.400","0.000","0.00","14:30"
"活牛期貨","93.975","-0.100","-0.11","14:30"
"瘦豬期貨","64.200","-0.100","-0.16","14:30"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","台北"
"歐元/美元","1.4654","-0.0030","-0.20","5:53"
"英鎊/美元","1.9528","-0.0084","-0.43","5:53"
"美元/瑞士法郎","1.1018","0.0085","0.78","5:53"
"美元/俄盧布","24.5730","-0.0195","-0.08","5:51"
"美元/匈牙利幣","179.5000","-0.1250","-0.07","5:53"
"美元/土耳其幣","1.1910","-0.0074","-0.62","5:33"
"美元/南非幣","7.6266","-0.0459","-0.60","5:53"
"美元/以色列幣","3.5980","0.0000","0.00","5:53"
"美元/日圓","108.2340","0.4245","0.39","5:53"
"美元/人民幣","7.1623","-0.0202","-0.28","0:05"
"美元/港幣","7.8001","-0.0004","-0.00","5:39"
"美元/台幣","31.7300","-0.0055","-0.02","15:59"
"美元/韓圜","944.2000","0.0000","0.00","0:50"
"美元/泰銖","31.7450","0.0650","0.21","5:02"
"美元/新元","1.4116","-0.0011","-0.08","5:48"
"美元/菲披索","40.6400","-0.0100","-0.02","0:05"
"美元/馬來幣","3.2182","-0.0033","-0.10","4:34"
"美元/印尼盾","9161.0000","-24.0000","-0.26","4:34"
"美元/印度盧比","39.7850","0.1150","0.29","19:46"
"澳幣/美元","0.9138","0.0046","0.51","5:53"
"紐幣/美元","0.7948","0.0046","0.58","5:53"
"美元/加幣","1.0080","0.0012","0.11","5:53"
"美元/巴西幣","1.7403","-0.0122","-0.70","5:13"
"美元/墨披索","10.7360","-0.0177","-0.16","5:48"
"美元/阿根廷","3.1520","0.0000","0.00","0:17"

"MSCI 指數"
"MSCI","指數","單日","一個月","三個月","YTD"
"世界指數","1445.87","0.44","-1.40","-10.25","-9.00"
"遠東指數","2996.80","-0.66","-2.11","-10.84","-7.68"
"歐非中東","412.54","1.57","4.19","-8.67","-9.97"
"中華指數","375.66","-1.21","4.12","-16.91","-14.52"
"金龍指數","154.05","-0.92","4.47","-14.15","-12.05"
"新興市場","1141.69","0.69","4.87","-8.08","-8.34"
"新興亞洲","460.55","-0.55","4.80","-10.86","-10.35"
"新興東歐","342.59","1.76","5.73","-7.49","-10.47"
"新興拉美","4356.81","2.82","5.79","0.17","-0.99"
"中國","72.35","-1.28","8.63","-18.59","-14.79"
"印度","577.33","-0.61","0.77","-7.22","-13.69"
"俄羅斯","1367.16","1.71","6.10","-7.00","-11.01"
"巴西","3812.32","3.51","7.78","1.26","-1.42"
"台灣","277.02","-0.25","5.30","-7.02","-5.77"
"韓國","388.37","0.05","3.50","-12.62","-11.23"
"泰國","265.08","-0.51","6.31","1.30","-0.85"
"馬來西亞","413.81","-1.13","2.39","7.38","1.28"
"印尼","700.21","0.07","5.41","4.54","3.34"
"菲律賓","321.52","-0.15","-3.97","-8.05","-11.51"
"土耳其","603.51","4.13","5.14","-17.32","-19.65"
"匈牙利","1003.12","2.20","0.47","-10.78","-11.81"
"以色列","261.32","-0.39","3.45","3.08","-1.02"
"埃及","1267.13","1.37","1.56","8.62","-1.32"
"南非","448.38","1.41","1.67","-15.38","-11.79"
"墨西哥","6030.11","1.75","1.97","-0.45","0.63"

