"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","13207.15","107.91","0.82","16:00"
"東證一部","1305.08","6.67","0.51","15:00"
"東證二部","2897.70","-12.95","-0.44","15:00"
"JASDAQ","62.95","-0.56","-0.88","15:00"
"上海綜合","4599.70","-72.47","-1.55","02/05"
"上海A股","4827.10","-76.31","-1.56","02/05"
"上海B股","317.71","-1.59","-0.50","02/05"
"滬深300","4921.83","-28.30","-0.57","02/05"
"香港恆生","23469.46","-1339.24","-5.40","02/06"
"香港國企","13067.11","-973.57","-6.93","02/06"
"香港紅籌","5259.54","-295.43","-5.32","02/06"
"台灣加權","7673.99","152.86","2.03","02/01"
"台灣店頭","124.87","1.33","1.08","02/01"
"韓國指數","1696.57","6.44","0.38","02/05"
"越南股市","859.62","15.51","1.84","02/01"
"泰國股市","793.17","-1.46","-0.18","17:01"
"菲律賓","3223.20","-5.64","-0.17","12:11"
"馬來西亞","1415.94","-16.41","-1.15","02/06"
"印尼股市","2639.09","-65.16","-2.41","02/06"
"印度股市","17526.93","-612.56","-3.38","16:28"
"孟加拉","3000.17","55.51","1.89","22:11"
"巴基斯坦","9931.59","-17.68","-0.18","13:17"
"斯里蘭卡","2454.89","17.44","0.72","14:20"
"澳洲股市","5668.30","-9.30","-0.16","16:47"
"紐西蘭","3636.20","-53.81","-1.46","13:31"
"新加坡","2931.97","-106.45","-3.50","02/06"
"龍籌股","179.34","-","0.00","12:35"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","1887.41","-59.78","-3.07","20:21"
"英國指數","5724.10","-151.30","-2.58","15:35"
"法國指數","4723.80","-92.63","-1.92","17:10"
"德國指數","6733.72","-113.79","-1.66","19:29"
"道瓊歐洲","3699.29","-60.83","-1.62","18:00"
"土耳其","41866.42","-1451.07","-3.35","16:10"
"匈牙利","22527.77","-636.80","-2.75","15:36"
"奧地利","3764.53","-112.41","-2.90","16:35"
"波蘭股市","47263.33","-666.15","-1.39","15:40"
"捷克股市","1501.00","-31.50","-2.06","16:13"
"瑞典股市","925.87","-25.97","-2.73","16:44"
"芬蘭股市","10319.91","-218.14","-2.07","17:31"
"挪威股市","340.73","-6.15","-1.77","15:24"
"希臘指數","4366.04","6.61","0.15","15:54"
"義大利","25319.00","-486.00","-1.88","16:43"
"盧森堡","2089.17","-22.11","-1.05","16:40"
"荷蘭","432.15","-10.18","-2.30","17:07"
"瑞士股市","7420.01","-145.44","-1.92","16:30"
"西班牙","1402.23","-16.18","-1.14","16:39"
"葡萄牙","3516.59","-19.19","-0.54","16:08"
"愛爾蘭","6456.69","-117.38","-1.79","19:00"
"以色列","1057.64","-10.87","-1.02","15:25"
"埃及股市","90354.32","-387.55","-0.43","12:54"
"南非股市","25567.12","-106.63","-0.42","15:00"
"摩洛哥","28536.94","127.12","0.45","18:18"
"約旦指數","7856.57","20.85","0.27","13:25"
"杜拜指數","5777.92","64.16","1.12","11:59"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","當地"
"道瓊工業","12247.00","46.90","0.38","16:30"
"NASDAQ","2293.03","14.28","0.63","17:16"
"羅素2000","702.78","10.29","1.49","16:59"
"S&P 500","1336.91","10.46","0.79","16:59"
"費城金銀","174.88","-0.08","-0.05","16:45"
"DJ貴金屬","354.89","0.53","0.15","17:30"
"CBOE黃金","180.88","0.63","0.35","16:49"
"AMEX金蟲","428.45","-1.28","-0.30","16:51"
"AMEX能源","686.67","9.12","1.35","16:51"
"NYSE能源","13109.65","71.17","0.55","17:05"
"費城油業","252.18","3.33","1.34","16:45"
"AMEX石油","1306.72","11.73","0.91","16:51"
"費城半導","347.55","0.64","0.18","16:45"
"NSDQ金融","2735.48","41.96","1.56","17:16"
"NYSE金融","7597.70","69.29","0.92","17:05"
"NBI生技","801.12","3.86","0.48","17:16"
"AMEX生技","735.25","2.71","0.37","16:51"
"費城藥物","183.72","-2.26","-1.22","16:45"
"加拿大","12925.37","58.17","0.45","17:05"
"巴西指數","58965.48","-3.05","-0.01","16:15"
"墨西哥","28088.32","159.03","0.57","15:06"
"阿根廷","2011.07","-28.44","-1.39","17:00"
"智利","2731.01","-14.02","-0.51","16:31"
"秘魯","15442.36","-59.08","-0.38","16:11"
"哥倫比亞","8812.65","-63.24","-0.71","13:34"
"百慕達","4723.20","0.00","0.00","17:15"
"牙買加","108773.40","-368.98","-0.34","12:58"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"波海乾貨航運","6002.00","-30.00","-0.50","02/06"
"波海海峽航運","8748.00","-80.00","-0.91","02/06"
"波海巴拿馬航運","5648.00","-20.00","-0.35","02/06"
"VIX波動率","27.66","-1.31","-4.52","16:14"
"DJ交通運輸","4756.87","68.52","1.46","16:30"
"道瓊公用事業","496.96","-1.70","-0.34","16:30"
"歐洲公用事業","321.47","-7.65","-2.32","17:45"
"全球公用事業","7492.06","-100.94","-1.33","16:15"
"ISE水指數","79.65","0.46","0.58","16:44"
"道瓊水指數","662.10","3.63","0.55","16:01"
"NSDQ純淨優勢","480.35","7.88","1.67","16:44"
"純淨科技","1309.57","7.72","0.59","16:44"
"WH創新能源","236.62","3.59","1.54","16:44"
"WH乾淨能源","217.19","2.95","1.38","16:44"
"全球乾淨能源","2769.47","-62.39","-2.20","16:34"
"ISE替代能源","52.31","-0.12","-0.23","16:44"
"全球替代能源","3006.29","-75.09","-2.44","16:33"
"生物能源","562.11","-13.85","-2.40","16:33"
"AMEX環境服務","967.41","6.87","0.71","16:44"
"歐洲環境控制","155.37","-2.74","-1.73","17:45"
"美國環境控制","96.02","-0.16","-0.17","16:15"
"KLD社會責任","115.66","0.88","0.77","16:43"
"Clvrt社會責任","79.12","0.71","0.91","16:08"
"ISE邪惡指數","116.12","2.30","2.02","16:44"
"MSCI世界能源","257.69","-2.67","-1.03","02/06"
"MSCI世界原料","277.04","-3.09","-1.10","02/06"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
