"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","16287.49","-13.90","-0.09","8/28"
"東證一部","1584.60","-3.16","-0.20","8/28"
"東證二部","3744.85","-2.53","-0.07","8/28"
"JASDAQ","73.50","0.50","0.68","8/28"
"上海綜合","5194.69","44.57","0.87","08/28"
"上海A股","5455.69","47.26","0.87","08/28"
"上海B股","313.77","-1.33","-0.42","08/28"
"香港恆生","23363.76","-213.97","-0.91","08/28"
"香港國企","13949.65","-40.22","-0.29","08/28"
"香港紅籌","4670.70","-64.42","-1.36","08/28"
"台灣加權","8727.55","9.24","0.11","13:46"
"台灣店頭","193.90","0.05","0.03","13:46"
"韓國指數","1829.31","26.28","1.46","18:05"
"新加坡","3343.00","-45.44","-1.34","17:05"
"馬來西亞","1278.95","0.68","0.05","17:00"
"菲律賓","3251.77","44.83","1.40","12:11"
"印尼股市","2159.61","-15.74","-0.72","17:09"
"越南股市","902.58","-6.49","-0.71","10:57"
"泰國股市","788.21","-2.96","-0.37","17:01"
"印度股市","14919.19","76.81","0.52","16:28"
"斯里蘭卡","2484.68","9.00","0.36","08/27"
"澳洲股市","6177.30","-7.60","-0.12","17:47"
"紐西蘭","4101.07","16.63","0.41","14:31"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"英國指數","6102.20","-117.90","-1.90","08/28"
"法國指數","5474.17","-116.37","-2.08","08/28"
"德國指數","7430.24","-55.75","-0.74","08/28"
"道瓊歐洲","4170.68","-70.27","-1.66","08/28"
"土耳其","47750.68","-163.74","-0.34","08/28"
"匈牙利","26808.37","-201.25","-0.74","08/28"
"奧地利","4497.22","-38.77","-0.85","08/28"
"波蘭股市","59447.00","-626.46","-1.04","08/28"
"捷克股市","1773.90","-13.80","-0.77","08/28"
"盧森堡","2311.34","-45.20","-1.92","08/28"
"義大利","30482.00","-529.00","-1.71","16:43"
"西班牙","1556.86","-18.62","-1.18","08/28"
"瑞士股市","8714.69","-131.51","-1.49","08/28"
"瑞典股市","1170.89","-29.86","-2.49","08/28"
"芬蘭股市","11079.54","-191.33","-1.70","08/28"
"挪威股市","383.12","-8.12","-2.08","08/28"
"以色列","1071.46","-4.06","-0.38","08/28"
"埃及股市","68426.24","405.76","0.60","08/27"
"南非股市","24834.96","-369.97","-1.47","08/28"
"摩洛哥","25661.00","151.35","0.59","08/28"
"約旦指數","5616.52","-8.11","-0.14","08/28"
"杜拜指數","4296.85","50.73","1.20","08/28"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13041.85","-280.28","-2.10","16:30"
"NASDAQ","2500.64","-60.61","-2.37","17:16"
"羅素2000","767.83","-21.62","-2.74","17:00"
"S&P 500","1432.36","-34.43","-2.35","16:59"
"DJ貴金屬","274.21","-7.04","-2.50","17:28"
"CBOE黃金","133.69","-2.93","-2.15","16:49"
"AMEX金蟲","313.54","-5.28","-1.66","16:52"
"費城金銀","133.19","-3.27","-2.40","08/28"
"費城油業","259.46","-5.46","-2.06","08/28"
"AMEX石油","1305.19","-37.71","-2.81","16:52"
"NYSE能源","13015.99","-368.94","-2.76","17:06"
"AMEX能源","668.59","-17.15","-2.50","16:52"
"費城半導","476.08","-11.47","-2.35","08/28"
"NSDQ金融","2902.81","-90.80","-3.03","17:16"
"NYSE金融","8784.73","-278.45","-3.07","17:06"
"NBI生技","788.67","-13.36","-1.67","17:16"
"AMEX生技","755.98","-11.43","-1.49","16:52"
"費城藥物","198.67","-3.16","-1.57","08/28"
