"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","15307.78","-256.91","-1.65","12/28"
"東證一部","1475.68","-24.26","-1.62","12/28"
"東證二部","3276.82","-0.06","-0.00","12/28"
"JASDAQ","72.17","-0.13","-0.18","12/28"
"上海綜合","5272.81","11.25","0.21","01/02"
"上海A股","5533.26","11.77","0.21","01/02"
"上海B股","367.22","1.29","0.35","01/02"
"滬深300","5385.10","46.83","0.88","01/02"
"香港恆生","27560.52","-252.13","-0.91","01/02"
"香港國企","16006.81","-117.91","-0.73","01/02"
"香港紅籌","6039.79","-71.41","-1.17","01/02"
"台灣加權","8323.05","-183.23","-2.15","01/02"
"台灣店頭","153.23","-1.24","-0.80","01/02"
"韓國指數","1853.45","-43.68","-2.30","01/02"
"新加坡","3461.22","-21.08","-0.61","01/02"
"馬來西亞","1435.68","-9.35","-0.65","01/02"
"菲律賓","3617.29","-4.31","-0.12","01/02"
"印尼股市","2731.51","-14.32","-0.52","01/02"
"越南股市","921.07","-5.95","-0.64","01/02"
"泰國股市","842.97","-15.13","-1.76","01/02"
"印度股市","20465.30","164.59","0.81","01/02"
"澳洲股市","6388.10","-46.00","-0.71","10:07"
"紐西蘭","4042.06","0.69","0.02","07:44"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2290.51","-0.95","-0.04","12/28"
"英國指數","6416.70","-40.20","-0.62","01/02"
"法國指數","5550.36","-63.72","-1.14","01/02"
"德國指數","7949.11","-118.21","-1.47","01/02"
"道瓊歐洲","4339.23","-60.49","-1.37","01/02"
"土耳其","54708.42","-829.71","-1.49","01/02"
"匈牙利","25889.94","-345.69","-1.32","01/02"
"奧地利","4509.24","-3.74","-0.08","01/02"
"波蘭股市","55521.39","-127.15","-0.23","01/02"
"捷克股市","1808.60","-6.50","-0.36","01/02"
"盧森堡","2402.16","-17.12","-0.71","01/02"
"義大利","29058.00","-344.00","-1.17","16:43"
"西班牙","1624.84","-17.17","-1.05","01/02"
"瑞士股市","8484.46","-33.73","-0.40","12/28"
"瑞典股市","1058.37","-23.07","-2.13","01/02"
"芬蘭股市","11461.24","-137.18","-1.18","01/02"
"挪威股市","422.59","0.51","0.12","01/02"
"以色列","1219.50","-5.59","-0.46","01/02"
"埃及股市","94213.85","1480.35","1.60","01/02"
"南非股市","26589.01","338.72","1.29","01/02"
"摩洛哥","26223.31","592.12","2.31","01/02"
"約旦指數","7695.73","176.34","2.35","01/02"
"杜拜指數","6003.35","71.40","1.20","01/02"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13043.96","-220.86","-1.67","16:30"
"NASDAQ","2609.63","-42.65","-1.61","17:16"
"羅素2000","753.55","-12.48","-1.63","01/02"
"S&P 500","1447.16","-21.20","-1.44","01/02"
"費城金銀","184.33","11.01","6.35","01/02"
"DJ貴金屬","374.33","21.00","5.94","17:31"
"CBOE黃金","185.90","11.63","6.67","01/02"
"AMEX金蟲","435.12","25.75","6.29","16:58"
"AMEX能源","800.62","6.00","0.76","16:58"
"NYSE能源","15411.47","127.66","0.84","17:05"
"費城油業","308.30","6.69","2.22","01/02"
"AMEX石油","1562.14","2.44","0.16","16:58"
"費城半導","396.73","-11.31","-2.77","01/02"
"NSDQ金融","2792.78","-74.63","-2.60","17:16"
"NYSE金融","8161.11","-139.57","-1.68","17:05"
"NBI生技","831.98","-2.98","-0.36","17:16"
"AMEX生技","787.93","1.43","0.18","16:58"
"費城藥物","201.83","-0.91","-0.45","01/02"
"加拿大","13926.76","93.70","0.68","01/02"
"巴西指數","62815.13","-1070.97","-1.68","01/02"
"墨西哥","28699.12","-837.71","-2.84","15:06"
"阿根廷","2151.74","0.01","0.00","01/02"
"智利","2996.35","-55.48","-1.82","01/02"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"波海乾貨航運","8891.00","-252.00","-2.76","01/02"
"波海海峽航運","13233.00","-370.00","-2.72","01/02"
"波海巴拿馬航運","7938.00","-339.00","-4.10","01/02"
"VIX波動率","23.17","0.67","2.98","01/02"
"DJ交通運輸","4470.66","-99.89","-2.19","16:30"
"道瓊公用事業","525.69","-6.84","-1.28","16:30"
"歐洲公用事業","364.23","0.29","0.08","01/02"
"全球公用事業","8181.99","-43.27","-0.53","01/02"
"ISE水指數","86.88","-1.27","-1.44","01/02"
"道瓊水指數","702.43","1.65","0.23","17:26"
"NSDQ純淨優勢","649.64","-4.66","-0.71","01/02"
"純淨科技","1528.00","-18.90","-1.22","01/02"
"WH革新能源","266.74","-3.50","-1.29","01/02"
"WH乾淨能源","286.03","-2.18","-0.76","01/02"
"全球乾淨能源","3846.49","-2.50","-0.07","20:34"
"ISE替代能源","67.98","0.04","0.06","01/02"
"全球替代能源","4094.24","-1.41","-0.03","20:44"
"生物能源","673.35","0.06","0.01","20:44"
