"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17163.20","153.65","0.90","close"
"東證一部","1708.29","14.21","0.84","close"
"東證二部","4201.84","18.34","0.44","close"
"JASDAQ","84.71","1.03","1.23","close"
"上海綜合","3057.38","25.18","0.83","03/21"
"上海A股","3212.42","26.38","0.83","03/21"
"上海B股","177.64","2.13","1.21","03/21"
"香港恆生","19516.41","159.51","0.82","16:19"
"香港國企","9307.20","58.49","0.63","16:19"
"香港紅籌","3389.20","36.89","1.10","16:19"
"台灣","7757.03","20.83","0.27","13:46"
"韓國","1442.85","-1.32","-0.09","18:03"
"新加坡","3155.69","38.81","1.25","17:05"
"馬來西亞","1209.34","4.06","0.34","17:00"
"菲律賓","3090.47","51.16","1.68","12:11"
"印尼","1779.24","3.81","0.21","17:09"
"越南","1111.63","-5.62","-0.50","15:25"
"泰國","669.56","-2.20","-0.33","17:01"
"印度","12945.88","239.94","1.89","17:18"
"澳洲","5846.30","-10.20","-0.17","16:47"
"日本不動產","4168.53","0.00","0.00","15:45"
"東證REIT","2349.01","29.68","1.28","03/20"
"澳洲不動產","1849.65","-28.15","-1.50","18:15"
"新加坡不動產","1446.15","58.65","4.23","03/20"
"恆生地產","22960.36","352.28","1.56","17:01"
"亞洲REIT","187.62","0.91","0.49","03/20"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"英國","6256.80","36.50","0.59","16:36"
"法國","5502.18","-1.09","-0.02","18:10"
"德國","6712.06","11.77","0.18","18:41"
"俄羅斯","1847.26","16.04","0.88","03/21"
"道瓊歐洲","4078.29","-1.23","-0.03","18:15"
"土耳其","42419.39","601.73","1.44","16:43"
"匈牙利","23062.17","-110.22","-0.48","16:36"
"奧地利","4540.92","34.31","0.76","17:33"
"波蘭","55234.92","697.00","1.28","16:40"
"捷克","1681.40","10.10","0.60","17:13"
"愛沙尼亞","861.53","-5.85","-0.67","14:05"
"拉托維亞","670.23","3.36","0.50","14:05"
"立陶宛","486.17","-5.32","-1.08","14:05"
"盧森堡","2304.57","12.81","0.56","16:10"
"義大利","31768.00","175.00","0.55","17:43"
"西班牙","1588.73","0.90","0.06","17:37"
"瑞士","8942.16","59.77","0.67","17:31"
"瑞典","1204.67","8.41","0.70","17:44"
"芬蘭","10192.35","60.99","0.60","18:32"
"挪威","381.69","3.88","1.03","16:25"
"英國不動產","3124.93","59.77","1.95","17:37"
"歐陸不動產","3301.81","24.99","0.76","17:45"
"歐洲不動產","4043.28","55.91","1.40","17:45"
"以色列","958.39","6.63","0.70","16:30"
"埃及","62579.26","136.74","0.22","13:31"
"南非","23747.96","168.89","0.72","03/20"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","12447.52","159.42","1.30","16:30"
"NASDAQ","2455.92","47.71","1.98","17:16"
"羅素2000","807.47","13.87","1.75","17:00"
"S&P 500","1435.04","24.10","1.71","16:59"
"DJ貴金屬","273.69","5.33","1.99","17:31"
"CBOE黃金","145.21","3.68","2.60","16:49"
"AMEX金蟲","341.83","9.32","2.80","16:30"
"費城金銀","138.70","3.08","2.27","03/21"
"費城油業","211.56","5.08","2.46","03/21"
"AMEX石油","1183.28","16.78","1.44","16:30"
"NYSE能源","11628.27","207.05","1.81","17:05"
"AMEX能源","589.69","9.94","1.72","16:30"
"費城半導","482.45","8.79","1.86","03/21"
"NSDQ金融","3138.10","66.22","2.16","17:16"
"NYSE金融","9571.64","204.84","2.19","17:05"
"ISE水指數","76.90","0.91","1.20","16:29"
"道瓊水指數","715.42","-2.34","-0.33","17:24"
"道瓊權益REIT","331.78","4.54","1.39","16:49"
"NBI生技","775.50","14.55","1.91","17:16"
"AMEX生技","750.67","19.35","2.65","16:30"
"費城藥物","206.71","2.70","1.32","03/21"
"加拿大","13155.55","178.14","1.37","03/21"
"巴西","45630.86","1279.99","2.89","03/21"
"墨西哥","28219.55","812.09","2.96","15:21"
"阿根廷","2083.63","43.60","2.14","03/21"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","665.30","+5.50","+0.83","5:12"
"銀","13.31","-0.02","-0.15","5:43"
"白金","1236.00","+2.00","+0.16","4:31"
"鈀","356.00","+3.00","+0.86","4:27"
"銅","3.0383","+0.0014","+0.04","2:23"
"鎳","21.6666","+0.0000","+0.00","2:23"
"鋁","1.2645","+0.0000","+0.00","2:48"
"鋅","1.4415","+0.0000","+0.00","2:23"
"鉛","0.8902","+0.0000","+0.00","2:23"
"黃金期貨","665.600","6.700","01.02","1:38"
"銀期貨","13.320","-0.050","-00.37","1:35"
"銅期貨","6696.000","25.000","00.37","03/20"
"天然氣期","7.160","0.250","03.62","3:01"
"WTI原油期","59.610","0.360","00.61","2:47"
"玉米期貨","409.750","4.500","01.11","03/21"
"小麥期貨","465.500","2.750","00.59","2:15"
"可可粉期","1894.000","30.000","01.61","0:30"
"大豆期貨","766.500","1.750","00.23","03/21"
"咖啡C期","112.500","3.200","02.93","1:18"
"十一號糖","10.190","-0.040","-00.39","1:23"
"二號棉期","53.110","-0.190","-00.36","2:22"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","時間"
"歐元/美元","1.3384","0.0067","0.5012","4:53"
"英鎊/美元","1.9677","0.0062","0.3181","4:53"
"美元/瑞士法郎","1.2097","-0.0020","-0.1651","4:53"
"美元/俄盧布","25.9750","-0.0491","-0.1887","4:53"
"美元/匈牙利幣","183.6300","-1.5650","-0.8451","4:53"
"美元/土耳其幣","1.3826","-0.0188","-1.3380","4:51"
"美元/南非幣","7.2740","-0.1165","-1.5764","4:53"
"美元/日圓","117.5950","0.3050","0.2600","4:53"
"美元/人民幣","7.7330","-0.0045","-0.0582","4:38"
"美元/港幣","7.8108","-0.0014","-0.0173","4:53"
"美元/台幣","33.1550","0.0200","0.0604","3:31"
"美元/韓圜","938.0000","-3.3000","-0.3506","0:07"
"美元/泰銖","32.0000","-0.7000","-2.1407","4:47"
"美元/新元","1.5212","-0.0058","-0.3766","4:53"
"美元/馬來幣","3.4740","-0.0225","-0.6435","0:07"
"美元/印尼盾","9132.0000","-23.0000","-0.2512","4:01"
"美元/印度盧比","43.4450","-0.3050","-0.6971","19:35"
"澳幣/美元","0.8080","0.0046","0.5663","4:53"
"紐幣/美元","0.7100","0.0036","0.5167","4:53"
"美元/巴西幣","2.0550","-0.0222","-1.0711","4:53"
"美元/墨披索","11.0080","-0.1079","-0.9707","4:53"
"美元/加幣","1.1560","-0.0057","-0.4907","4:53"

"MSCI 指數"
"MSCI","指數","漲跌","YTD","日期"
"金磚四國","273.403","1.658%","-3.641","3/21"
"中國","49.318","0.788%","-5.271","3/21"
"印度","373.244","2.194%","-4.452","3/21"
"俄羅斯","1153.025","1.143%","-7.779","3/21"
"巴西","2272.859","2.778%","3.057","3/21"
