"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","17521.96","41.35","0.24","close"
"東證一部","1741.37","-0.57","-0.03","close"
"東證二部","4250.08","18.91","0.45","close"
"JASDAQ","85.55","0.50","0.59","close"
"上海綜合","3122.81","48.52","1.58","03/26"
"上海A股","3281.44","51.17","1.58","03/26"
"上海B股","179.25","1.35","0.76","03/26"
"香港恆生","19765.85","73.21","0.37","16:19"
"香港國企","9552.60","65.07","0.69","16:19"
"香港紅籌","3394.40","27.23","0.81","16:19"
"台灣","7877.82","18.50","0.23","13:46"
"韓國","1449.77","2.39","0.17","18:05"
"新加坡","3204.55","-1.27","-0.04","17:05"
"馬來西亞","1244.32","8.67","0.70","17:00"
"菲律賓","3150.04","-20.01","-0.63","12:11"
"印尼","1813.72","7.76","0.43","17:09"
"越南","1090.56","-9.26","-0.84","03/23"
"泰國","679.04","1.25","0.18","17:00"
"印度","13124.32","-161.61","-1.22","16:28"
"澳洲","5970.50","37.40","0.63","17:47"
"日本不動產","4120.63","-58.35","-1.40","15:45"
"東證REIT","2371.46","-5.79","-0.24","15:01"
"澳洲不動產","1872.00","-22.58","-1.19","19:15"
"新加坡不動產","1501.26","9.09","0.61","03/23"
"恆生地產","23720.01","85.49","0.36","17:01"
"亞洲REIT","188.38","-0.79","-0.42","16:30"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"英國","6291.90","-47.50","-0.75","15:36"
"法國","5576.30","-58.45","-1.04","17:12"
"德國","6828.82","-70.24","-1.02","18:48"
"俄羅斯","1924.79","10.32","0.54","18:00"
"道瓊歐洲","4142.11","-49.47","-1.18","18:22"
"土耳其","43263.64","-145.07","-0.33","15:41"
"匈牙利","23267.68","-383.71","-1.62","15:36"
"奧地利","4701.02","46.20","0.99","16:35"
"波蘭","56464.39","-472.10","-0.83","15:40"
"捷克","1712.70","3.80","0.22","16:13"
"愛沙尼亞","888.60","0.26","0.03","13:05"
"拉托維亞","666.13","-3.31","-0.49","13:05"
"立陶宛","491.46","0.86","0.17","13:05"
"盧森堡","2388.71","3.17","0.13","15:10"
"義大利","32130.00","-332.00","-1.02","16:43"
"西班牙","1603.14","-9.68","-0.60","16:40"
"瑞士","9006.03","-83.82","-0.92","16:31"
"瑞典","1206.26","-15.59","-1.28","16:44"
"芬蘭","10339.66","-78.33","-0.75","17:32"
"挪威","384.37","-2.54","-0.66","15:24"
"英國不動產","3109.46","-13.81","-0.44","16:37"
"歐陸不動產","3311.62","-10.03","-0.30","16:45"
"歐洲不動產","4053.57","-4.65","-0.12","16:45"
"以色列","981.18","6.07","0.62","16:30"
"埃及","63859.80","658.48","1.04","13:30"
"南非","24089.98","-153.28","-0.63","16:01"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","12469.07","-11.94","-0.10","16:30"
"NASDAQ","2455.63","6.70","0.27","17:16"
"羅素2000","808.94","-0.57","-0.07","16:59"
"S&P 500","1437.50","1.39","0.10","17:00"
"DJ貴金屬","274.99","2.70","0.99","17:33"
"CBOE黃金","145.12","1.01","0.70","16:49"
"AMEX金蟲","345.93","5.07","1.49","16:32"
"費城金銀","139.18","1.40","1.02","03/26"
"費城油業","217.31","1.59","0.74","03/26"
"AMEX石油","1222.91","9.47","0.78","16:32"
