"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","12956.80","-66.25","-0.51","close"
"東證一部","1238.93","-7.55","-0.61","close"
"東證二部","2593.10","-24.45","-0.93","close"
"JASDAQ","56.29","-0.58","-1.02","close"
"上海綜合","2437.08","-9.22","-0.38","close"
"上海A股","2557.85","-9.81","-0.38","close"
"上海B股","163.47","1.50","0.92","close"
"深圳A股","732.64","1.67","0.23","close"
"深圳B股","386.12","-0.82","-0.21","close"
"滬深300","2443.51","-1.16","-0.05","close"
"香港恆生","21392.71","99.39","0.47","close"
"香港國企","11251.61","140.24","1.26","close"
"香港紅籌","4286.46","94.03","2.24","close"
"台灣加權","7326.07","33.73","0.46","close"
"台灣店頭","119.05","0.53","0.45","close"
"韓國指數","1572.19","9.47","0.61","18:03"
"越南股市","476.50","12.49","2.69","11:01"
"泰國股市","705.60","4.00","0.57","17:00"
"菲律賓","2727.28","5.34","0.20","12:11"
"馬來西亞","1109.43","-3.10","-0.28","17:00"
"印尼股市","2106.64","43.12","2.09","17:09"
"印度股市","14724.18","-368.94","-2.44","16:28"
"孟加拉","2675.07","13.81","0.52","20:39"
"巴基斯坦","7134.60","-35.50","-0.50","08/13"
"澳洲股市","5039.00","43.10","0.86","17:47"
"紐西蘭","3333.90","-11.34","-0.34","14:32"
"新加坡","2816.66","4.87","0.17","17:10"
"龍籌股","118.55","2.01","1.72","19:00"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","1795.23","19.17","1.08","08/14"
"英國指數","5497.40","48.80","0.90","08/14"
"法國指數","4420.91","17.94","0.41","08/14"
"德國指數","6442.21","20.02","0.31","08/14"
"土耳其","41710.52","456.67","1.11","08/14"
"匈牙利","20721.10","460.85","2.27","08/14"
"奧地利","3515.92","0.47","0.01","08/14"
"波蘭股市","40903.46","-146.30","-0.36","08/14"
"捷克股市","1448.40","0.10","0.01","08/14"
"瑞典股市","874.73","5.92","0.68","08/14"
"芬蘭股市","8523.15","147.85","1.77","08/14"
"挪威股市","354.63","5.67","1.63","08/14"
"希臘指數","3298.12","10.19","0.31","08/14"
"義大利","22104.00","23.00","0.10","16:43"
"盧森堡","1840.16","-4.53","-0.25","08/14"
"荷蘭","409.41","-0.92","-0.22","08/14"
"冰島","4241.69","33.21","0.79","08/14"
"丹麥","413.47","5.45","1.34","08/14"
"瑞士股市","7206.46","12.96","0.18","08/14"
"西班牙","1250.07","-9.37","-0.74","08/14"
"葡萄牙","2852.20","22.65","0.80","08/14"
"愛爾蘭","4499.96","98.95","2.25","08/14"
"以色列","1019.99","15.55","1.55","08/14"
"埃及股市","723.13","30.68","4.43","08/14"
"南非股市","25812.45","802.97","3.21","08/14"
"摩洛哥","28634.56","0.00","0.00","08/14"
"卡達指數","11019.07","-67.94","-0.61","08/14"
"杜拜指數","5017.56","-56.53","-1.11","08/14"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","當地"
"那斯達克","2453.67","25.05","1.03","08/14"
"羅素兩千","754.38","6.69","0.89","08/14"
"S&P 五百","1292.93","7.10","0.55","08/14"
"道瓊工業","11615.93","82.97","0.72","08/14"
"費城金銀","142.62","-6.46","-4.33","08/14"
"DJ貴金屬","291.62","-12.69","-4.17","17:18"
"CBOE黃金","142.29","-6.75","-4.53","08/14"
"AMEX金蟲","327.35","-14.82","-4.33","08/14"
