"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","16870.98","-377.91","-2.19","8/1"
"東證一部","1668.85","-37.33","-2.19","8/1"
"東證二部","4103.22","-58.16","-1.40","8/1"
"JASDAQ","76.01","-1.11","-1.44","8/1"
"上海綜合","4300.56","-170.47","-3.81","08/01"
"上海A股","4510.78","-178.31","-3.80","08/01"
"上海B股","311.41","-16.69","-5.09","08/01"
"香港恆生","22455.36","0.00","0.00","08/01"
"香港國企","12845.39","0.00","0.00","08/01"
"香港紅籌","4312.50","0.00","0.00","08/01"
"台灣加權","8891.88","-395.37","-4.26","08/01"
"台灣店頭","221.51","-4.21","-1.86","08/01"
"韓國指數","1856.45","-76.82","-3.97","08/01"
"新加坡","3431.71","-115.95","-3.27","08/01"
"馬來西亞","1339.49","-34.22","-2.49","08/01"
"菲律賓","3426.45","-74.75","-2.13","08/01"
"印尼股市","2256.31","-92.36","-3.93","08/01"
"越南股市","923.14","15.19","1.67","08/01"
"泰國股市","833.47","-26.29","-3.06","08/01"
"印度股市","14935.77","-615.22","-3.96","08/01"
"斯里蘭卡","2429.83","-12.28","-0.50","08/01"
"澳洲股市","5989.40","-0.00","-0.00","10:30"
"紐西蘭","4163.87","5.48","0.13","08:09"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1946.34","-47.62","-2.39","08/01"
"英國指數","6250.60","-109.50","-1.72","08/01"
"法國指數","5654.30","-96.78","-1.68","08/01"
"德國指數","7473.93","-110.21","-1.45","08/01"
"道瓊歐洲","4237.05","-78.64","-1.82","08/01"
"土耳其","51299.30","-1525.59","-2.89","08/01"
"匈牙利","28854.46","-410.44","-1.40","08/01"
"奧地利","4617.86","-67.38","-1.44","08/01"
"波蘭股市","62297.26","-1373.26","-2.16","08/01"
"捷克股市","1747.80","-42.00","-2.35","08/01"
"盧森堡","2422.01","3.93","0.16","08/01"
"義大利","30988.00","-607.00","-1.92","08/01"
"西班牙","1608.93","-21.98","-1.35","08/01"
"瑞士股市","8885.04","179.93","2.07","07/31"
"瑞典股市","1221.08","-22.79","-1.83","08/01"
"芬蘭股市","11019.83","-260.86","-2.31","08/01"
"挪威股市","408.98","-9.46","-2.26","08/01"
"以色列","1097.71","-23.46","-2.09","08/01"
"埃及股市","71805.64","-947.07","-1.30","08/01"
"南非股市","25151.56","-694.85","-2.69","08/01"
"摩洛哥","24535.86","141.55","0.58","08/01"
"約旦指數","5641.57","-42.97","-0.76","08/01"
"杜拜指數","4238.40","-34.92","-0.82","08/01"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13362.37","150.38","1.14","16:30"
"NASDAQ","2553.87","7.60","0.30","17:17"
"羅素2000","777.92","1.80","0.23","16:59"
"S&P 500","1465.81","10.54","0.72","16:59"
"DJ貴金屬","296.68","-6.94","-2.29","17:28"
"CBOE黃金","148.74","-2.97","-1.96","16:49"
"AMEX金蟲","339.65","-5.39","-1.56","16:54"
"費城金銀","145.38","-3.33","-2.24","08/01"
"費城油業","266.72","-4.58","-1.69","08/01"
"AMEX石油","1355.91","-6.60","-0.48","16:54"
"NYSE能源","13708.29","-20.15","-0.15","17:05"
"AMEX能源","693.40","-0.50","-0.07","16:54"
"費城半導","500.92","1.84","0.37","08/01"
"NSDQ金融","2903.91","-16.44","-0.56","17:17"
"NYSE金融","9008.35","-24.19","-0.27","17:05"
"NBI生技","780.89","-3.37","-0.43","17:17"
"AMEX生技","748.23","-8.60","-1.14","16:54"
"費城藥物","200.88","0.95","0.47","08/01"
"加拿大","13654.74","-213.89","-1.54","08/01"
"巴西指數","54233.87","51.37","0.10","08/01"
"墨西哥","30048.37","-611.29","-1.99","08/01"
"阿根廷","2177.19","-3.06","-0.14","08/01"
"智利","3325.68","-14.75","-0.44","18:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"DJ交通運輸","5045.97","15.95","0.32","16:30"
"DJ建商","455.89","-3.76","-0.82","16:08"
"S&P建商","548.26","-3.55","-0.64","16:40"
"道瓊公用事業","489.46","10.10","2.11","16:30"
"歐洲公用事業","307.98","-3.84","-1.23","17:45"
"全球公用事業","7154.77","28.90","0.41","16:15"
"ISE水指數","84.82","1.64","1.97","16:44"
"道瓊水指數","728.54","5.28","0.73","16:05"
"NSDQ純淨優勢","523.41","-3.52","-0.67","16:43"
"純淨科技","1306.61","4.09","0.31","16:44"
"WH革新能源","264.31","0.73","0.28","16:44"
"WH乾淨能源","225.94","-1.19","-0.52","16:44"
"全球乾淨能源","2942.47","-36.00","-1.21","16:34"
"ISE替代能源","54.89","0.38","0.70","16:44"
"全球替代能源","3100.61","-48.21","-1.53","16:33"
"生物能源","682.74","0.75","0.11","16:33"
"AMEX環境服務","994.31","9.95","1.01","16:44"
"亞太環境控制","171.12","-0.34","-0.20","19:00"
"歐洲環境控制","179.33","-4.81","-2.61","17:45"
"美國環境控制","106.68","2.06","1.97","16:15"
"KLD社會責任","128.06","0.89","0.70","16:44"
"KLD社會400","522.18","4.43","0.86","16:29"
