"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","13696.55","220.10","1.63","16:00"
"東證一部","1331.51","27.45","2.10","15:00"
"東證二部","2788.55","13.23","0.48","15:00"
"JASDAQ","65.18","0.34","0.52","15:00"
"上海綜合","3116.98","22.31","0.72","15:15"
"上海A股","3270.77","23.33","0.72","15:15"
"上海B股","219.36","2.71","1.25","15:15"
"深圳A股","966.16","-10.02","-1.03","15:00"
"深圳B股","517.33","11.20","2.21","15:00"
"滬深300","3267.55","-4.95","-0.15","15:01"
"香港恆生","24721.67","523.89","2.17","16:01"
"香港國企","13015.25","339.82","2.68","16:01"
"香港紅籌","5716.72","113.57","2.03","16:01"
"台灣加權","9083.32","8.98","0.10","13:46"
"台灣店頭","157.48","1.31","0.84","13:46"
"韓國指數","1800.48","28.58","1.61","18:03"
"越南股市","534.92","-2.39","-0.44","11:01"
"泰國股市","841.98","-3.42","-0.40","17:01"
"菲律賓","2890.92","-24.75","-0.85","12:11"
"馬來西亞","1280.00","12.35","0.97","17:00"
"印尼股市","2335.89","-13.38","-0.57","17:09"
"印度股市","16739.33","258.13","1.57","16:28"
"孟加拉","3081.37","10.26","0.33","20:42"
"巴基斯坦","11141.92","-6.76","-0.06","13:31"
"澳洲股市","5664.20","160.10","2.91","17:47"
"紐西蘭","3592.54","35.06","0.99","14:31"
"新加坡","3171.09","46.22","1.48","17:10"
"龍籌股","153.94","4.36","2.91","04/21"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","2172.25","-3.67","-0.17","04/21"
"英國指數","6053.00","-3.50","-0.06","04/21"
"法國指數","4910.35","-51.34","-1.03","04/21"
"德國指數","6786.55","-56.53","-0.83","04/21"
"土耳其","43065.24","424.18","0.99","04/21"
"匈牙利","21906.36","-224.22","-1.01","04/21"
"奧地利","4020.98","-40.85","-1.01","04/21"
"波蘭股市","46957.62","-519.43","-1.09","04/21"
"捷克股市","1562.80","1.70","0.11","04/21"
"瑞典股市","969.19","-12.25","-1.25","04/21"
"芬蘭股市","9347.45","-564.12","-5.69","04/17"
"挪威股市","389.80","3.54","0.92","04/21"
"希臘指數","4025.73","-54.92","-1.35","04/21"
"義大利","25544.00","-166.00","-0.65","04/21"
"盧森堡","2285.30","-18.39","-0.80","04/21"
"荷蘭","470.67","-4.08","-0.86","04/21"
"冰島","5236.77","-63.17","-1.19","04/21"
"丹麥","420.14","-5.48","-1.29","04/21"
"瑞士股市","7394.94","-23.08","-0.31","04/21"
"西班牙","1476.92","-18.90","-1.26","04/21"
"葡萄牙","3602.56","19.23","0.54","04/21"
"愛爾蘭","6235.54","-23.97","-0.38","04/21"
"以色列","1095.25","4.56","0.42","04/21"
"埃及股市","103006.40","699.30","0.68","04/21"
"南非股市","29681.77","172.93","0.59","04/21"
"摩洛哥","30107.04","221.23","0.74","04/21"
"約旦指數","8665.86","-85.02","-0.97","04/21"
"杜拜指數","5720.51","8.53","0.15","04/21"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","當地"
"道瓊工業","12825.02","-24.34","-0.19","04/21"
"NASDAQ","2408.04","5.07","0.21","04/21"
"羅素2000","718.00","-3.07","-0.43","04/21"
"S&P 500","1388.17","-2.16","-0.16","04/21"
"費城金銀","186.36","-2.15","-1.14","04/21"
"DJ貴金屬","380.40","-2.55","-0.67","17:18"
"CBOE黃金","192.75","-3.26","-1.66","04/21"
"AMEX金蟲","448.18","-7.99","-1.75","04/21"
"AMEX能源","847.61","7.76","0.92","04/21"
"NYSE能源","15885.06","174.33","1.11","04/21"
"費城油業","331.45","3.48","1.06","04/21"
"AMEX石油","1508.83","20.35","1.37","04/21"
"費城半導","383.08","5.75","1.52","04/21"
"NSDQ金融","2612.49","-58.77","-2.20","04/21"
"NYSE金融","7607.21","-80.25","-1.04","04/21"
"NBI生技","804.61","-0.91","-0.11","04/21"
"AMEX生技","758.01","-4.85","-0.64","04/21"
"費城藥物","178.95","-0.26","-0.14","04/21"
"加拿大","14321.16","84.10","0.59","04/21"
"巴西指數","64922.67","370.25","0.57","04/18"
"墨西哥","32095.04","299.36","0.94","04/21"
"阿根廷","2201.62","15.15","0.69","04/21"
"智利","3089.36","24.87","0.81","04/21"
"秘魯","17474.79","4.51","0.03","04/21"
"哥倫比亞","9677.48","20.86","0.22","04/21"
"委內瑞拉","39468.93","-764.48","-1.90","04/21"
"百慕達","5103.83","-9.65","-0.19","04/21"
"牙買加","108644.67","106.43","0.10","04/21"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"波海乾散貨運","8203.00","165.00","2.05","04/18"
"波海海峽航運","11610.00","273.00","2.41","04/18"
"波海巴拿馬航運","8601.00","187.00","2.22","04/18"
"VIX波動率","20.50","0.37","1.84","16:14"
"道瓊歐洲","3769.89","-38.70","-1.02","19:00"
"DJ交通運輸","5044.34","-55.74","-1.09","16:30"
"道瓊公用事業","513.98","-1.97","-0.38","16:30"
"歐洲公用事業","337.85","0.03","0.01","17:45"
"全球公用事業","7769.98","-40.83","-0.52","16:15"
"ISE水指數","87.35","-0.13","-0.15","17:00"
"道瓊水指數","620.45","-5.62","-0.90","17:17"
"純淨科技","1461.16","14.44","1.00","17:04"
"WH創新能源","260.98","0.59","0.23","17:04"
"WH乾淨能源","229.30","3.47","1.54","17:15"
"全球乾淨能源","3412.38","29.48","0.87","17:00"
"ISE替代能源","55.20","0.61","1.12","17:00"
"全球替代能源","3602.31","39.08","1.10","17:19"
"ET50環境科技","256.43","1.83","0.72","21:15"
"生物能源","502.09","0.10","0.02","17:20"
"AMEX環境服務","1026.75","-7.68","-0.74","17:04"
"歐洲環境控制","171.79","-0.09","-0.05","17:45"
"美國環境控制","104.78","-0.99","-0.94","16:15"
"Clvrt社會責任","80.83","-0.21","-0.26","17:18"
"ISE邪惡指數","108.80","-1.54","-1.40","17:00"
"DJ美國礦產","262.17","4.74","1.84","17:17"
"DJ世界基本原料","402.56","5.96","1.50","17:17"
"MSCI世界能源","308.88","4.08","1.34","00:00"
"MSCI世界原料","317.52","-0.12","-0.04","00:00"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"DAX全球農金","667.56","9.40","1.43","20:53"
"Rogers商品","5170.69","-45.77","-0.88","17:36"
"Rogers能源","1627.20","22.88","1.43","4/18"
"Rogers金屬","2596.89","-16.08","-0.62","4/18"
"Rogers農產","1449.77","-16.52","-1.13","4/18"
"日本不動產","2881.81","76.33","2.72","06:04"
"東證REIT","1549.68","15.62","1.02","04/21"
"澳洲不動產","1350.50","42.96","3.29","08:04"
"新加坡不動產","1193.22","5.80","0.49","06:04"
"恆生地產","30791.23","924.57","3.10","04/21"
"亞洲REIT","155.95","0.15","0.10","16:30"
"英國不動產","1916.21","-60.43","-3.06","22:04"
"歐陸不動產","2303.00","-21.40","-0.92","22:04"
"歐洲不動產","2982.18","-40.28","-1.33","22:04"
"DJ權益REIT","269.66","-3.08","-1.13","15:49"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"CRB指數","415.60","-3.76","-0.90","04/21"
"MS商品指數","966.75","11.64","1.22","04/21"
"高盛商品指數","9057.74","-9.49","-0.10","04/21"
"高盛農產品","421.05","-13.38","-3.08","04/21"
"高盛家畜指數","233.52","-1.85","-0.79","04/21"
"高盛貴金屬","1258.25","-1.25","-0.10","04/21"
"高盛工業金屬","480.96","-5.42","-1.11","04/21"
"高盛能源指數","400.35","2.01","0.50","04/21"
"天然氣","681.50","3.44","0.51","04/21"
"AMEX航空","23.40","-0.87","-3.58","04/21"
"銀行","79.39","-2.24","-2.74","04/21"
"醫療服務","393.87","-4.56","-1.14","04/21"
"電腦硬體","229.72","5.20","2.32","04/21"
"保險","3919.02","-39.26","-0.99","04/21"
"美國紙業","113.05","-0.91","-0.80","04/21"
"零售業","405.73","-0.78","-0.19","04/21"
"掮客商指數","162.59","-1.79","-1.09","04/21"
"美元指數","71.62","-0.36","-0.50","04/21"
"歐元指數","159.11","1.03","0.65","04/21"
"英鎊指數","198.04","-1.69","-0.85","04/21"
"日圓指數","96.89","0.49","0.51","04/21"
"澳幣指數","94.21","0.83","0.89","04/21"
"30年債券價格","117.08","0.64","0.55","04/21"
"30年債殖利率","44.76","-0.41","-0.91","04/21"
"10年期票利率","37.12","-0.31","-0.83","04/21"
"5年期票殖利率","29.26","-0.22","-0.75","04/21"
"3月期票殖利率","12.70","-0.50","-3.79","04/21"
"Put/Call比例","0.95","0.13","15.85","04/21"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","台北"
"黃金","917.90","0.90","0.10","04/21"
"銀","17.45","-0.42","-2.35","04/21"
"白金","2019.00","-41.00","-2.00","04/21"
"鈀","457.00","-7.00","-1.53","04/21"
"銅","3.9271","0.00","0.12","2:01"
"鎳","12.8367","0.00","0.00","2:01"
"鋁","1.3649","0.00","0.17","3:35"
"鋅","0.9987","0.00","0.00","2:01"
"鉛","1.2686","0.00","0.00","2:01"
"鈾","68.00","-3.00","-4.23","04/14"
"黃金期貨","917.600","2.400","0.26","1:38"
"銀期貨","17.360","-0.460","-2.58","1:33"
"銅期貨","386.650","-2.600","-0.67","1:17"
"天然氣期","10.733","0.146","1.38","5:13"
"布蘭特油期","114.430","0.510","0.45","3:14"
"WTI原油期","117.480","0.790","0.68","5:14"
"燃油期貨","331.140","1.910","0.58","04/21"
"玉米期貨","593.750","-19.250","-3.14","2:28"
"小麥期貨","859.500","-25.500","-2.88","2:25"
"可可粉期","2670.000","5.000","0.19","3:13"
"黃豆期貨","1330.500","-46.500","-3.38","2:29"
"黃豆油期貨","59.720","-2.020","-3.27","2:29"
"咖啡C期","133.600","-3.850","-2.80","3:14"
"十一號糖","12.590","-0.700","-5.27","3:14"
"二號棉期","73.350","-1.250","-1.68","3:14"
"活牛期貨","91.950","-0.375","-0.41","4:59"
"瘦豬期貨","72.975","-1.375","-1.85","4:59"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","台北"
"歐元/美元","1.5910","-0.0002","-0.01","5:53"
"英鎊/美元","1.9796","-0.0006","-0.03","5:53"
"美元/瑞士法郎","1.0084","-0.0002","-0.02","5:53"
"美元/俄盧布","23.3950","0.0009","0.00","5:50"
"美元/匈牙利幣","158.7600","0.2950","0.19","5:52"
"美元/土耳其幣","1.3144","0.0003","0.03","5:11"
"美元/南非幣","7.7685","-0.0180","-0.23","5:53"
"美元/以色列幣","3.4568","0.0000","0.00","5:52"
"美元/摩洛哥","7.2363","0.0000","0.00","04/21"
"美元/日圓","103.2350","-0.0350","-0.03","5:52"
"美元/人民幣","7.0000","0.0000","0.00","5:01"
"美元/港幣","7.7937","0.0001","0.00","5:48"
"美元/台幣","30.2700","0.0000","0.00","04/21"
"美元/韓圜","991.5500","0.0000","0.00","04/21"
"美元/泰銖","31.4000","-0.1100","-0.35","5:21"
"美元/新元","1.3530","0.0004","0.03","5:53"
"美元/菲披索","41.8700","0.0000","0.00","04/21"
"美元/馬來幣","3.1415","0.0000","0.00","5:01"
"美元/印尼盾","9185.0000","0.0000","0.00","5:02"
"美元/印度盧比","39.8750","0.0000","0.00","04/21"
"澳幣/美元","0.9425","-0.0004","-0.04","5:53"
"紐幣/美元","0.7937","-0.0002","-0.02","5:53"
"美元/加幣","1.0062","0.0002","0.02","5:53"
"美元/巴西幣","1.6640","-0.0000","-0.00","5:01"
"美元/墨披索","10.5320","-0.0017","-0.02","5:51"
"美元/阿根廷","3.1795","0.0000","0.00","04/21"
"美元/智利","454.8500","-1.7000","-0.37","5:08"

"MSCI 指數"
"MSCI","指數","單日","一個月","YTD"
"世界指數","1512.64","0.54","5.23","-4.79"
"中華指數","365.38","2.25","6.66","-16.86"
"金龍指數","159.99","1.62","6.64","-8.66"
"遠東指數","3123.40","3.41","6.51","-3.78"
"太平洋","2557.49","3.73","6.91","-4.13"
"AC亞太","148.76","3.05","6.76","-5.72"
"歐洲","2006.42","0.01","4.15","-5.41"
"金磚四國","402.51","0.84","9.04","-9.13"
"新興市場","1187.00","0.95","7.46","-4.70"
"新興亞洲","467.29","1.59","6.44","-9.04"
"新興東歐","358.59","0.03","4.18","-6.29"
"新興拉美","4760.64","0.20","10.30","8.19"
"歐非中東","431.80","0.29","7.03","-5.77"
"中國","70.07","2.37","8.14","-17.48"
"印度","528.87","1.26","8.39","-20.93"
"俄羅斯","1423.81","-0.19","4.73","-7.33"
"巴西","4130.79","-0.06","13.22","6.82"
"台灣","329.97","0.45","6.61","12.24"
"韓國","398.76","2.72","6.10","-8.86"
"泰國","281.49","-0.94","3.00","5.29"
"馬來西亞","382.52","0.96","3.97","-6.37"
"印尼","611.13","-0.60","-3.58","-9.81"
"菲律賓","285.21","-0.76","-3.70","-21.51"
"土耳其","515.68","0.65","11.81","-31.35"
"以色列","272.70","0.04","9.10","3.29"
"埃及","1457.31","3.30","5.30","13.49"
"南非","482.19","0.40","12.16","-5.14"

