"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","16921.77","7.31","0.04","8/7"
"東證一部","1660.16","-7.88","-0.47","8/7"
"東證二部","4044.10","-18.69","-0.46","8/7"
"JASDAQ","75.84","-0.31","-0.41","8/7"
"上海綜合","4651.23","23.12","0.50","08/07"
"上海A股","4880.18","24.54","0.51","08/07"
"上海B股","322.74","-0.85","-0.26","08/07"
"香港恆生","21907.99","0.00","0.00","08/07"
"香港國企","12132.64","0.00","0.00","08/07"
"香港紅籌","4181.20","0.00","0.00","08/07"
"台灣加權","8862.31","-79.42","-0.89","08/07"
"台灣店頭","208.29","-3.15","-1.49","08/07"
"韓國指數","1859.82","4.77","0.26","08/07"
"新加坡","3302.01","-6.98","-0.21","08/07"
"馬來西亞","1290.13","-0.77","-0.06","08/07"
"菲律賓","3348.34","91.35","2.81","08/07"
"印尼股市","2174.07","-15.04","-0.69","08/07"
"越南股市","896.91","13.01","1.47","08/07"
"泰國股市","814.40","-1.47","-0.18","08/07"
"印度股市","14932.77","29.74","0.20","08/07"
"斯里蘭卡","2419.86","-11.50","-0.47","08/07"
"澳洲股市","6013.60","-0.00","-0.00","10:30"
"紐西蘭","4119.20","-17.04","-0.41","08:08"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","1951.80","7.07","0.36","08/07"
"英國指數","6308.80","119.70","1.93","08/07"
"法國指數","5620.40","87.41","1.58","08/07"
"德國指數","7513.66","69.21","0.93","08/07"
"道瓊歐洲","4276.80","74.02","1.76","08/07"
"土耳其","50708.22","278.33","0.55","08/07"
"匈牙利","28308.32","287.07","1.02","08/07"
"奧地利","4585.47","33.13","0.73","08/07"
"波蘭股市","61343.31","593.21","0.98","08/07"
"捷克股市","1770.40","15.20","0.87","08/07"
"盧森堡","2374.93","-17.15","-0.72","08/07"
"義大利","31060.00","440.00","1.44","16:43"
"西班牙","1614.08","24.29","1.53","08/07"
"瑞士股市","8746.97","107.09","1.24","08/07"
"瑞典股市","1216.57","12.73","1.06","08/07"
"芬蘭股市","11067.64","72.30","0.66","08/07"
"挪威股市","397.75","5.32","1.35","08/07"
"以色列","1068.91","8.74","0.82","08/07"
"埃及股市","71989.10","475.90","0.67","08/07"
"南非股市","24696.93","404.78","1.67","08/07"
"摩洛哥","25403.22","111.57","0.44","08/07"
"約旦指數","5700.29","34.00","0.60","08/07"
"杜拜指數","4262.88","15.35","0.36","08/07"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13504.30","35.52","0.26","16:30"
"NASDAQ","2561.60","14.27","0.56","17:16"
"羅素2000","774.13","7.74","1.01","16:59"
"S&P 500","1476.71","9.04","0.62","16:59"
"DJ貴金屬","291.83","2.61","0.90","17:28"
"CBOE黃金","144.24","0.45","0.31","16:49"
"AMEX金蟲","335.42","-0.39","-0.12","16:48"
"費城金銀","142.84","1.21","0.85","08/07"
"費城油業","261.26","7.38","2.91","08/07"
"AMEX石油","1331.21","23.01","1.76","16:48"
"NYSE能源","13456.27","210.04","1.59","17:06"
"AMEX能源","682.51","14.18","2.12","16:48"
"費城半導","493.54","-1.65","-0.33","08/07"
"NSDQ金融","2944.99","27.00","0.93","17:16"
"NYSE金融","9112.67","43.53","0.48","17:06"
"NBI生技","803.83","9.01","1.13","17:16"
"AMEX生技","772.72","5.55","0.72","16:48"
"費城藥物","204.12","0.39","0.19","08/07"
"加拿大","13560.57","-4.67","-0.03","08/07"
"巴西指數","53802.48","711.38","1.34","08/07"
"墨西哥","30239.92","518.29","1.74","08/07"
"阿根廷","2121.51","13.70","0.65","08/07"
"智利","3255.00","3.55","0.11","18:31"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"DJ交通運輸","5007.37","42.28","0.85","16:30"
"DJ建商","472.85","19.25","4.24","16:04"
"S&P建商","578.28","27.55","5.00","16:40"
"道瓊公用事業","503.19","9.87","2.00","16:30"
"歐洲公用事業","308.94","0.15","0.05","17:45"
"全球公用事業","7244.05","60.38","0.84","16:15"
"ISE水指數","86.40","0.95","1.11","16:44"
"道瓊水指數","789.37","15.21","1.97","16:02"
"NSDQ純淨優勢","528.00","19.56","3.85","16:44"
"純淨科技","1313.89","22.25","1.72","16:44"
"WH革新能源","264.87","3.19","1.22","16:44"
"WH乾淨能源","231.52","11.54","5.25","16:44"
"全球乾淨能源","2907.21","47.38","1.66","16:34"
"ISE替代能源","55.73","2.10","3.92","16:44"
"全球替代能源","3077.77","51.42","1.70","16:33"
"生物能源","664.59","6.89","1.05","16:33"
"AMEX環境服務","984.58","10.21","1.05","16:44"
"亞太環境控制","158.92","-2.53","-1.57","17:30"
"歐洲環境控制","177.25","0.38","0.21","17:45"
"美國環境控制","105.46","0.09","0.09","16:15"
"KLD社會責任","129.10","0.63","0.49","16:44"
"KLD社會400","527.08","2.07","0.39","16:29"
"Clvrt社會責任","88.14","0.43","0.49","16:04"
