"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","當地"
"日經225","13500.46","-187.82","-1.37","16:00"
"東證一部","1321.37","-13.35","-1.00","15:00"
"東證二部","2976.48","8.31","0.28","15:00"
"JASDAQ","65.42","0.04","0.06","15:00"
"上海綜合","4370.28","-156.89","-3.47","15:16"
"上海A股","4585.49","-165.05","-3.47","15:16"
"上海B股","313.64","-5.34","-1.67","15:16"
"滬深300","4702.24","-173.79","-3.56","15:01"
"香港恆生","23305.04","-317.96","-1.35","16:01"
"香港國企","13336.89","-224.99","-1.66","16:01"
"香港紅籌","5317.65","-59.02","-1.10","16:01"
"台灣加權","8108.71","22.78","0.28","13:46"
"台灣店頭","134.66","-0.49","-0.36","13:46"
"韓國指數","1686.45","-17.91","-1.05","18:03"
"越南股市","687.10","-23.35","-3.29","11:00"
"泰國股市","826.86","-0.27","-0.03","17:01"
"菲律賓","3080.24","-95.82","-3.02","12:11"
"馬來西亞","1369.48","-25.28","-1.81","17:00"
"印尼股市","2741.18","6.97","0.25","17:09"
"印度股市","17349.07","-385.61","-2.17","16:28"
"孟加拉","2840.22","-23.84","-0.83","02/20"
"巴基斯坦","10607.29","4.22","0.04","15:00"
"斯里蘭卡","2510.79","-6.18","-0.25","14:26"
"澳洲股市","5644.50","-18.50","-0.33","16:47"
"紐西蘭","3569.62","-17.01","-0.47","13:31"
"新加坡","3048.64","-6.17","-0.20","17:10"
"龍籌股","186.58","-1.29","-0.69","02/22"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","當地"
"俄羅斯","2079.72","14.33","0.69","17:00"
"英國指數","5888.50","-43.70","-0.74","15:35"
"法國指數","4824.55","-34.30","-0.71","17:10"
"德國指數","6806.29","-98.56","-1.43","19:29"
"道瓊歐洲","3737.11","-41.10","-1.09","18:00"
"土耳其","45592.48","-854.16","-1.84","16:10"
"匈牙利","23789.82","-89.20","-0.37","15:36"
"奧地利","3938.52","1.54","0.04","16:35"
"波蘭股市","49320.22","-401.59","-0.81","15:40"
"捷克股市","1537.70","-26.30","-1.68","16:13"
"瑞典股市","944.13","-15.66","-1.63","16:44"
"芬蘭股市","10697.54","-127.32","-1.18","17:31"
"挪威股市","365.68","-3.71","-1.01","15:24"
"希臘指數","4350.03","5.10","0.12","15:54"
"義大利","25627.00","-274.00","-1.06","16:43"
"盧森堡","2137.93","-34.95","-1.61","16:40"
"荷蘭","451.63","-1.51","-0.33","17:07"
"瑞士股市","7454.75","-31.40","-0.42","16:31"
"西班牙","1412.31","-14.03","-0.98","16:39"
"葡萄牙","3479.68","-47.32","-1.34","16:08"
"愛爾蘭","6400.52","-98.01","-1.51","19:00"
"以色列","1102.15","14.06","1.29","02/21"
"埃及股市","95219.15","1558.38","1.66","02/21"
"南非股市","27603.68","-341.91","-1.22","15:00"
"摩洛哥","29894.96","-11.92","-0.04","18:26"
"約旦指數","8086.08","147.37","1.86","02/21"
"杜拜指數","5893.90","27.07","0.46","02/21"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","當地"
"道瓊工業","12381.02","96.72","0.79","16:30"
"NASDAQ","2303.35","3.57","0.16","17:16"
"羅素2000","695.43","-0.85","-0.12","17:00"
"S&P 500","1353.11","10.58","0.79","17:00"
"費城金銀","189.94","-0.62","-0.33","16:45"
