"亞洲股市指數行情"
"股市","指數","漲跌","比例","當地"
"紐西蘭","4524.59","-1.23","-0.03%","08/14"
"澳洲股市","5140.99","-0.60","-0.01%","18:22"
"日經225","14050.16","183.16","1.32%","08/14"
"東證一部","1171.34","14.19","1.23%","08/14"
"東證二部","3192.53","21.73","0.69%","08/14"
"JASDAQ","85.81","1.11","1.31%","08/14"
"韓國股市","1923.91","10.88","0.57%","18:03"
"台灣加權","7951.33","-34.94","-0.44%","08/14"
"台灣店頭","119.15","-0.13","-0.11%","08/14"
"上海綜合","2100.14","-6.02","-0.29%","08/14"
"上海A股","2197.99","-6.34","-0.29%","08/14"
"上海B股","249.52","0.07","0.03%","15:15"
"深圳A股","1057.10","-2.30","-0.22%","15:00"
"深圳B股","822.43","0.23","0.03%","15:00"
"滬深300","2349.08","-9.99","-0.42%","08/14"
"深證成指","8336.81","-25.84","-0.31%","08/14"
"香港恆生","22541.13","269.85","1.21%","08/13"
"香港國企","10185.55","257.51","2.59%","08/13"
"香港紅籌","4347.78","47.09","1.10%","08/13"
"新加坡","3248.66","4.54","0.14%","17:10"
"海峽中國","231.29","-0.38","-0.16%","17:10"
"越南股市","503.57","5.84","1.17%","08/14"
"泰國股市","1460.63","1.55","0.11%","17:07"
"菲律賓","6656.61","101.99","1.56%","08/14"
"馬來西亞","1793.73","-1.36","-0.08%","08/14"
"印尼股市","4699.73","47.34","1.02%","16:14"
"印度股市","19367.59","137.75","0.72%","16:00"
"巴基斯坦","16897.96","151.19","0.90%","08/13"

"歐洲股市指數非洲股市指數"
"股市","指數","漲跌","比例","當地"
"俄羅斯","1356.34","17.49","1.31%","08/14"
"英國股市","6587.43","-24.51","-0.37%","08/14"
"法國股市","4114.20","21.70","0.53%","08/14"
"德國股市","8438.12","22.36","0.27%","08/14"
"土耳其","75585.88","71.64","0.09%","08/14"
"匈牙利","18632.31","-23.02","-0.12%","08/14"
"奧地利","2507.14","14.21","0.57%","08/14"
"波蘭股市","50223.95","476.29","0.96%","08/14"
"捷克股市","982.55","-0.49","-0.05%","08/14"
"瑞典股市","1262.48","2.04","0.16%","08/14"
"芬蘭股市","6427.47","23.22","0.36%","08/14"
"挪威股市","464.38","3.44","0.75%","16:40"
"希臘股市","957.68","-3.33","-0.35%","08/14"
"義大利","18524.48","92.88","0.50%","08/14"
"比利時","2829.78","-2.54","-0.09%","08/14"
"盧森堡","1247.67","4.46","0.36%","08/14"
"荷蘭股市","379.62","1.98","0.52%","08/14"
"冰島股市","782.38","-2.72","-0.35%","08/14"
"丹麥股市","566.70","-1.37","-0.24%","08/14"
"瑞士股市","8078.26","41.82","0.52%","08/14"
"西班牙","891.55","4.33","0.49%","08/14"
"葡萄牙","2571.17","12.02","0.47%","08/14"
"愛爾蘭","4261.85","4.70","0.11%","08/14"
"以色列","1212.58","0.86","0.07%","08/14"
"埃及股市","565.380","-10.80","-1.87%","14:29"
"南非股市","38564.99","329.54","0.86%","08/14"
"約旦股市","1928.70","3.87","0.20%","08/14"
"杜拜股市","2648.62","-7.50","-0.28%","08/14"
"阿布達比","3878.92","1.10","0.03%","08/14"

"美洲股市指數行情"
"股市","指數","漲跌","比例","當地"
"道瓊工業","15337.66","-113.35","-0.73%","08/14"
"那斯達克","3669.27","-15.17","-0.41%","17:16"
"羅素兩千","1047.80","-4.19","-0.40%","19:57"
"S&P 五百","1685.39","-8.77","-0.52%","08/14"
"費城金銀","105.21","4.92","4.91%","17:16"
"DJ貴金屬","219.18","8.46","4.02%","17:48"
"CBOE黃金","110.93","6.15","5.87%","16:49"
"AMEX金蟲","260.49","13.84","5.61%","18:03"
"AMEX能源","821.73","-3.67","-0.44%","16:15"
"NYSE能源","13412.36","-40.68","-0.30%","17:38"
"費城油業","262.64","-1.57","-0.59%","17:16"
"AMEX石油","1374.18","-2.46","-0.18%","17:37"
"費城半導","471.34","-7.73","-1.61%","17:16"
"NSDQ金融","2833.88","-5.09","-0.18%","17:16"
"NYSE金融","5976.74","-6.42","-0.11%","17:37"
"NBI生技","2018.29","-5.59","-0.28%","17:16"
"AMEX生技","2064.28","-10.01","-0.48%","18:04"
"費城藥物","268.43","-2.67","-0.98%","17:16"
"加拿大","12639.30","-2.89","-0.02%","18:20"
"巴西股市","50895.92","295.37","0.58%","08/14"
"墨西哥","42430.11","63.66","0.15%","08/14"
"阿根廷","3883.24","118.93","3.16%","08/14"
"智利股市","3759.45","-15.77","-0.42%","08/14"
"秘魯股市","16500.91","138.59","0.85%","08/14"
"哥倫比亞","13909.55","82.26","0.59%","08/14"
"委內瑞拉","1287286.00","85.00","0.01%","08/14"
"百慕達","1152.97","9.53","0.83%","08/13"
"牙買加","85552.86","-98.72","-0.12%","08/14"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"波海乾散貨運","1060.00","53.00","5.26%","08/14"
"波海海峽航運","2021.00","175.00","9.48%","12:16"
"波海巴拿馬航","928.00","-5.00","-0.54%","14:16"
"VIX波動率","13.04","0.73","5.93%","16:14"
"VXD道瓊波動","12.49","0.82","7.03%","16:14"
"VXN納指波動","13.30","0.80","6.40%","16:14"
"羅素大中華","2111.66","35.53","1.71%","08/13"
"道瓊歐洲","2852.08","10.47","0.37%","23:03"
"道瓊交通運輸","6400.07","-51.97","-0.81%","08/14"
"AMEX航空","55.78","-0.13","-0.24%","08/14"
"美國紙業","156.16","2.15","1.40%","08/14"
"道瓊公用事業","493.26","-3.95","-0.79%","08/14"
"美林科技100","523.09","-2.06","-0.39%","17:28"
"電腦科技","1194.95","2.43","0.20%","08/14"
"電腦碟片","116.74","-2.99","-2.50%","08/14"
"電腦硬體","446.34","-0.18","-0.04%","08/14"
"網路指數","408.73","-2.51","-0.61%","08/14"
"Dax奢侈品","145.19","0.25","0.17%","08/14"
"ISE水指數","116.11","-0.69","-0.59%","17:07"
"道瓊水指數","1085.56","-19.75","-1.79%","16:40"
"純淨科技","1197.49","-10.67","-0.88%","17:29"
"WH創新能源","266.82","-0.18","-0.07%","17:29"
"WH乾淨能源","58.27","-1.30","-2.18%","17:29"
"生物能源","146.19","-2.15","-1.45%","16:50"
"全球替代能源","1255.04","-4.00","-0.32%","08/13"
"ET50環境科技","142.15","-2.23","-1.54%","21:30"
"30年債殖利率","37.52","-0.04","-0.11%","15:00"
"10年期票利率","27.12","-0.03","-0.11%","15:00"
"5年期票利率","14.68","-0.07","-0.47%","15:00"
"3月期票利率","0.50","-0.02","-3.85%","08/14"

"債券指數其他更多債券指數"
"指數","收盤","比例","殖利率","利差","日期"
"ML高收益指數","324.76","0.00%","6.15%","469","08/14"
"ML美國高收益","1401.93","0.00%","6.07%","461","08/14"
"ML全球高收益","290.86","0.01%","6.21%","502","08/14"
"ML歐洲高收益","236.31","0.05%","4.95%","476","08/14"
"ML高收益100","2343.88","0.01%","5.56%","433","08/14"
"ML CCC債券","325.37","0.08%","9.19%","786","08/14"
"ML美國公司債","2371.36","0.01%","3.38%","153","08/14"
"BC美國機構債","1500.36","0.00%","1.30%","n/a","08/14"
"BC美國房貸債","1745.81","0.03%","3.26%","n/a","08/14"
"ML美國房利美","622.50","0.05%","3.43%","31","08/14"
"ML美國房地美","386.99","0.05%","3.48%","37","08/14"
"ML美國吉利美","660.18","-0.14%","3.35%","36","08/14"
"JP全球政府債","471.99","-0.02%","2.12%","...","08/14"
"JP新興政府債","622.84","-0.26%","5.95%","334","08/13"
"JP歐盟政府債","305.53","0.11%","2.77%","...","08/14"
"JP英國政府債","715.49","-0.18%","3.02%","...","08/14"
"JP法國政府債","600.91","0.10%","2.27%","...","08/14"
"JP德國政府債","446.58","0.02%","1.76%","...","08/14"

"分類指數行情"
"股市","指數","漲跌","比例","當地"
"CRB指數","290.04","1.96","0.68%","08/14"
"CRB農業","5151.21","-20.98","-0.41%","17:49"
"CRB工業金屬","1859.87","12.38","0.67%","18:09"
"CRB能源開採","2044.35","-6.27","-0.31%","18:09"
"高盛綜合商品","385.34","0.92","0.24%","08/13"
"高盛商品","474.45","2.15","0.46%","08/13"
"高盛農產品","61.88","-0.71","-1.13%","08/13"
"高盛牲畜","199.92","0.92","0.46%","08/13"
"高盛貴金屬","189.03","-1.72","-0.90%","08/13"
"高盛基本金屬","204.97","0.06","0.03%","08/13"
"高盛能源","304.44","2.48","0.82%","08/13"
"天然氣","781.92","-3.72","-0.47%","08/14"
"Dax全球農金","527.97","-0.82","-0.16%","08/14"
"Rogers商品","3623.89","18.70","0.52%","08/14"
"Rogers能源","858.68","2.90","0.34%","08/14"
"Rogers金屬","2254.77","19.09","0.85%","08/14"
"Rogers農產","1071.80","5.71","0.54%","08/14"
"道瓊美國礦產","98.62","3.61","3.80%","16:40"
"道瓊世界原料","274.39","1.03","0.38%","16:40"
"FTSE金礦","1688.05","62.42","3.84%","16:45"
"HSBC礦業","413.67","-0.52","-0.13%","08/13"
"msci世界能源","254.50","-0.48","-0.19%","16:35"
"msci世界原料","227.30","0.85","0.38%","16:35"
"msci必需消費","183.02","-0.30","-0.16%","16:34"
"美元指數","81.72","-0.05","-0.06%","17:39"
"歐元指數","132.57","-0.07","-0.05%","08/14"
"英鎊指數","155.01","0.51","0.33%","08/14"
"日圓指數","101.96","0.15","0.15%","08/14"
"澳幣指數","91.40","0.43","0.47%","08/14"
"瑞郎指數","106.91","-0.29","-0.27%","08/14"
"JP新興當地債","294.8020","-0.3990","-0.14%","08/14"

"商品價格"
"商品","買價","漲跌","比例","台北"
"黃金","1325.60","3.00","0.23%","20:15"
