"亞洲股市行情 (Asian Markets)"
"股市","指數","漲跌","比例","時間"
"日經225","16955.31","-182.61","-1.07","10/17"
"東證一部","1600.29","-24.96","-1.54","10/17"
"東證二部","3620.37","-38.70","-1.06","10/17"
"JASDAQ","76.50","-0.07","-0.09","10/17"
"上海綜合","6036.28","-55.78","-0.92","10/17"
"上海A股","6337.06","-58.70","-0.92","10/17"
"上海B股","386.85","-2.32","-0.60","10/17"
"香港恆生","29298.71","344.16","1.19","10/17"
"香港國企","19536.34","95.01","0.49","10/17"
"香港紅籌","6457.61","112.49","1.77","10/17"
"台灣加權","9562.16","-30.31","-0.32","10/17"
"台灣店頭","189.25","1.15","0.61","10/17"
"韓國指數","1983.94","-21.82","-1.09","10/17"
"新加坡","3839.73","29.01","0.76","10/17"
"馬來西亞","1374.39","2.01","0.15","10/17"
"菲律賓","3760.04","-55.18","-1.45","10/17"
"印尼股市","2641.59","3.38","0.13","10/17"
"越南股市","1101.29","-2.59","-0.23","10/17"
"泰國股市","884.53","-10.00","-1.12","10/17"
"印度股市","18715.82","-336.04","-1.76","10/17"
"斯里蘭卡","2605.87","-11.17","-0.43","10/17"
"澳洲股市","6696.10","-15.20","-0.23","10/17"
"紐西蘭","4299.85","-21.98","-0.51","07:17"

"歐洲股市行情 (European Markets)"
"股市","指數","漲跌","比例","時間"
"俄羅斯","2158.09","-1.75","-0.08","10/17"
"英國指數","6677.70","63.40","0.96","10/17"
"法國指數","5818.80","44.44","0.77","10/17"
"德國指數","7985.41","22.77","0.29","10/17"
"道瓊歐洲","4441.80","20.89","0.47","10/17"
"土耳其","57931.92","746.55","1.31","10/17"
"匈牙利","27948.58","-1.05","-0.00","10/17"
"奧地利","4844.36","62.72","1.31","10/17"
"波蘭股市","63618.68","317.28","0.50","10/17"
"捷克股市","1892.20","5.90","0.31","10/17"
"盧森堡","2543.74","-0.19","-0.01","10/17"
"義大利","31504.00","-59.00","-0.19","16:43"
"西班牙","1684.01","15.14","0.91","10/17"
"瑞士股市","9071.81","9.08","0.10","10/17"
"瑞典股市","1206.86","2.91","0.24","10/17"
"芬蘭股市","12026.99","209.14","1.77","10/17"
"挪威股市","429.25","0.61","0.14","10/17"
"以色列","1194.91","6.72","0.57","10/17"
"埃及股市","79509.43","-250.33","-0.31","10/17"
"南非股市","28321.95","16.65","0.06","10/17"
"摩洛哥","26450.82","-23.77","-0.09","10/17"
"約旦指數","6406.06","-67.11","-1.04","10/17"
"杜拜指數","4638.76","-1.77","-0.04","10/17"

"美洲股市行情 (American Markets)"
"股市","指數","漲跌","比例","時間"
"道瓊工業","13892.54","-20.40","-0.15","16:30"
"NASDAQ","2792.67","28.76","1.04","17:17"
"羅素2000","824.89","1.54","0.19","17:00"
"S&P 500","1541.24","2.71","0.18","17:00"
"費城金銀","172.74","-3.46","-1.96","10/17"
"DJ貴金屬","357.01","-6.89","-1.89","17:34"
"CBOE黃金","173.72","-3.56","-2.01","16:49"
"AMEX金蟲","401.96","-9.16","-2.23","16:40"
"AMEX能源","778.70","-4.90","-0.62","16:40"
"NYSE能源","15356.13","20.20","0.13","17:02"
"費城油業","303.80","-3.46","-1.13","10/17"
"AMEX石油","1493.09","-12.27","-0.82","16:40"
"費城半導","495.89","9.01","1.85","10/17"
"NSDQ金融","3014.15","-19.46","-0.64","17:17"
"NYSE金融","9332.43","42.43","0.46","17:02"
"NBI生技","892.51","3.29","0.37","17:17"
"AMEX生技","849.84","5.85","0.69","16:40"
"費城藥物","207.19","-0.22","-0.11","10/17"
"加拿大","14219.50","66.47","0.47","10/17"
"巴西指數","63193.67","1475.77","2.39","10/17"
"墨西哥","32721.82","491.00","1.52","10/17"
"阿根廷","2240.21","5.10","0.23","10/17"
"智利","3406.28","25.65","0.76","10/17"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"VIX波動率","18.54","-1.48","-7.39","16:14"
"DJ交通運輸","4879.61","46.26","0.96","16:30"
"DJ建商","346.67","-6.44","-1.82","16:04"
"道瓊公用事業","511.95","-0.94","-0.18","16:30"
"歐洲公用事業","343.18","3.43","1.01","17:45"
"全球公用事業","7807.69","31.89","0.41","16:15"
"ISE水指數","91.34","0.76","0.84","16:44"
"道瓊水指數","763.58","7.93","1.05","15:59"
"NSDQ純淨優勢","567.20","4.81","0.85","16:44"
"純淨科技","1424.98","14.04","0.99","16:40"
"WH革新能源","277.36","1.62","0.59","16:40"
"WH乾淨能源","251.82","2.78","1.12","16:40"
"全球乾淨能源","3319.81","50.48","1.54","16:34"
"ISE替代能源","56.37","0.69","1.24","16:44"
"全球替代能源","3567.33","43.78","1.24","16:33"
"生物能源","609.94","2.52","0.41","16:33"
"AMEX環境服務","1088.39","9.44","0.88","16:40"
"亞太環境控制","169.01","-1.48","-0.87","17:30"
"歐洲環境控制","181.76","3.21","1.80","17:45"
"美國環境控制","109.84","0.37","0.34","16:15"
"KLD社會責任","134.47","0.14","0.10","16:44"
"KLD社會400","546.34","2.36","0.43","16:30"
"Clvrt社會責任","91.89","0.38","0.41","16:03"
"ISE邪惡指數","134.57","0.27","0.20","16:44"
"MSCI世界能源","299.66","0.69","0.23","10/16"
"MSCI世界原料","305.55","-4.79","-1.54","10/16"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"日本不動產","3566.82","-76.28","-2.09","16:44"
"東證REIT","1882.23","-50.28","-2.60","16:01"
"澳洲不動產","1923.90","2.68","0.14","20:14"
"新加坡不動產","1513.65","-31.90","-2.06","10/16"
"恆生地產","33011.29","527.55","1.62","18:01"
"亞洲REIT","163.80","-2.88","-1.73","17:30"
"英國不動產","2261.34","-20.73","-0.91","17:36"
"歐陸不動產","2650.71","15.34","0.58","17:50"
"歐洲不動產","3273.52","7.60","0.23","17:50"
"DJ權益REIT","296.59","-0.58","-0.20","16:49"

"分類指數行情"
"股市","指數","漲跌","比例","時間"
"CRB指數","338.82","-0.51","-0.15","10/17"
"MS商品指數","835.30","-5.55","-0.66","10/17"
"高盛商品指數","6912.80","54.64","0.80","10/16"
"高盛農產品","337.94","-1.32","-0.39","10/16"
"高盛家畜指數","226.15","-1.64","-0.72","10/16"
"高盛工業金屬","468.70","-5.71","-1.20","10/16"
"天然氣","550.31","-3.10","-0.56","10/17"
"AMEX航空","46.68","0.47","1.02","10/17"
"銀行","103.87","-0.11","-0.11","10/17"
"醫療服務","437.17","6.03","1.40","10/17"
"電腦科技","970.44","15.17","1.59","10/17"
"電腦硬體","264.37","3.39","1.30","10/17"
"保險","4342.44","-1.00","-0.02","10/17"
"美國紙業","147.99","0.99","0.67","10/17"
"零售業","466.80","-2.50","-0.53","10/17"
"掮客商指數","234.68","-0.08","-0.03","10/17"
"美元指數","78.09","-0.16","-0.20","10/17"
"歐元指數","141.83","0.20","0.14","10/17"
"日圓指數","85.86","0.19","0.22","10/17"
"澳幣指數","88.53","-0.21","-0.24","10/17"
"30年債券價格","111.69","1.31","1.19","10/17"
"30年債殖利率","48.09","-1.03","-2.10","10/17"
"10年期票利率","45.46","-1.09","-2.34","10/17"
"5年期票殖利率","42.11","-1.31","-3.02","10/17"
"3月期票殖利率","38.90","-2.35","-5.70","10/17"
"Put/Call比例","0.94","0.00","0.00","10/17"

"商品價格 (Commodity)"
"商品","買價","漲跌","比例","時間"
"黃金","755.40","-2.40","-0.32","5:20"
"銀","13.69","-0.06","-0.44","5:13"
"白金","1440.00","0.00","0.00","0:00"
"鈀","372.00","0.00","0.00","21:50"
"銅","3.6525","-0.0445","-1.21","1:16"
"鎳","14.3192","-0.0151","-0.11","0:32"
"鋁","1.1148","+0.0061","+0.55","0:29"
"鋅","1.3500","-0.0371","-2.69","0:37"
"鉛","1.6706","-0.0491","-2.87","0:29"
"黃金期貨","762.300","0.300","0.04","1:56"
"銀期貨","13.750","0.092","0.67","1:33"
"銅期貨","8082.000","-101.500","-1.24","10/16"
"天然氣期","7.440","0.073","0.99","10/17"
"布蘭特油期","83.130","-0.420","-0.50","3:24"
"WTI原油期","87.060","-0.550","-0.63","10/17"
"玉米期貨","358.000","-2.500","-0.69","2:15"
"小麥期貨","820.500","-8.000","-0.97","2:15"
"可可粉期","1875.000","5.000","0.27","3:14"
"大豆期貨","993.000","-3.750","-0.38","2:15"
"咖啡C期","129.550","1.400","1.09","3:14"
"十一號糖","10.130","-0.020","-0.20","3:14"
"二號棉期","63.560","0.110","0.17","3:14"

"全球匯率 (Currency Exchange)"
"貨幣","匯率","漲跌","比例","時間"
"歐元/美元","1.4210","0.0002","0.01","5:53"
"英鎊/美元","2.0407","0.0004","0.02","5:53"
"美元/瑞士法郎","1.1800","-0.0001","-0.01","5:53"
"美元/俄盧布","24.8960","-0.0024","-0.01","5:52"
"美元/匈牙利幣","176.7800","0.0550","0.03","5:53"
"美元/土耳其幣","1.2100","0.0003","0.02","5:00"
"美元/南非幣","6.8350","-0.0025","-0.04","5:52"
"美元/日圓","116.6150","-0.0650","-0.06","5:53"
"美元/人民幣","7.5201","0.0000","0.00","10/17"
"美元/港幣","7.7538","0.0003","0.00","5:43"
"美元/台幣","32.6260","0.0000","0.00","10/17"
"美元/韓圜","917.6000","0.0000","0.00","10/17"
"美元/泰銖","31.5900","-0.0100","-0.03","5:18"
"美元/新元","1.4659","0.0000","0.00","5:53"
"美元/馬來幣","3.3800","0.0000","0.00","10/17"
"美元/印尼盾","9105.0000","0.0000","0.00","10/17"
"美元/印度盧比","39.5000","0.0000","0.00","10/17"
"澳幣/美元","0.8914","-0.0001","-0.01","5:53"
"紐幣/美元","0.7522","-0.0002","-0.02","5:53"
"美元/巴西幣","1.8185","0.0000","0.00","10/17"
"美元/墨披索","10.8200","0.0022","0.02","5:47"
"美元/加幣","0.9747","0.0001","0.01","5:53"

"MSCI 指數"
"MSCI","指數","漲跌","YTD","日期"
"金磚四國","442.36","0.81","55.91","10/17"
"中國","98.96","0.64","90.08","10/17"
"印度","592.14","-2.40","51.58","10/17"
"俄羅斯","1381.77","0.30","10.52","10/17"
"巴西","3678.61","3.45","66.80","10/17"
